split,domain,sample_id,boundary_density,total_components,present_class_count,building_components,road_components,building_mean_component_area,road_mean_component_area,thin_class_components
Train,Rural,66,0.00637439,68,6,15,1,5167.133333,18890.0,16
Train,Rural,660,0.01042383,45,6,0,2,0.0,6968.5,2
Train,Rural,661,0.0069376,16,5,2,1,6078.5,14459.0,3
Train,Rural,662,0.00379981,14,5,2,1,2909.5,20508.0,3
Train,Rural,663,0.00613192,26,6,1,2,2286.0,27875.0,3
Train,Rural,664,0.00224237,5,4,0,1,0.0,11099.0,1
Train,Rural,665,0.00502505,97,5,2,5,3074.5,2966.6,7
Train,Rural,666,0.00608514,39,5,2,1,21351.0,16352.0,3
Train,Rural,667,0.00284425,10,3,0,0,0.0,0.0,0
Train,Rural,668,0.00845256,38,6,8,4,3703.0,5701.75,12
Train,Rural,669,0.01418927,181,7,16,1,12943.25,64765.0,17
Train,Rural,67,0.00083003,8,4,3,0,11176.333333,0.0,3
Train,Rural,670,0.00735333,219,6,1,1,3035.0,567.0,2
Train,Rural,671,0.00918618,66,5,5,1,38591.8,22976.0,6
Train,Rural,672,0.00919859,45,6,23,3,3339.043478,10554.666667,26
Train,Rural,674,0.00842249,31,7,1,2,339.0,2887.0,3
Train,Rural,675,0.00803492,89,6,17,1,2087.588235,14539.0,18
Train,Rural,676,0.00107489,3,2,0,1,0.0,29231.0,1
Train,Rural,677,0.00689274,51,5,3,3,5144.666667,7053.0,6
Train,Rural,678,0.00469953,32,4,14,0,2533.428571,0.0,14
Train,Rural,679,0.00423798,12,4,8,0,58932.625,0.0,8
Train,Rural,68,0.01037275,71,6,15,2,7746.933333,20029.5,17
Train,Rural,681,0.01170443,128,6,5,4,27537.8,2563.0,9
Train,Rural,683,0.001388,5,3,0,0,0.0,0.0,0
Train,Rural,684,0.0090258,64,6,15,1,9475.333333,22312.0,16
Train,Rural,685,0.0029841,11,5,0,0,0.0,0.0,0
Train,Rural,686,0.00497255,32,7,1,1,1807.0,9875.0,2
Train,Rural,687,0.0019536,4,2,0,2,0.0,23900.0,2
Train,Rural,688,0.00859241,57,6,10,1,2116.5,5605.0,11
Train,Rural,69,0.0,1,1,0,0,0.0,0.0,0
Train,Rural,690,0.00573766,33,7,1,1,473.0,13305.0,2
Train,Rural,692,0.0071185,69,6,9,2,13744.555556,11788.5,11
Train,Rural,693,0.00841724,69,7,1,3,592.0,3612.666667,4
Train,Rural,694,0.01548085,132,7,20,1,4307.8,103523.0,21
Train,Rural,695,0.0067462,66,5,6,1,2918.0,11210.0,7
Train,Rural,696,0.00579351,56,6,2,1,1659.5,1619.0,3
Train,Rural,699,0.00129349,12,4,0,1,0.0,8383.0,1
Train,Rural,7,0.00556488,31,4,11,0,2253.636364,0.0,11
Train,Rural,700,0.00421697,16,6,3,2,22110.0,18463.5,5
Train,Rural,701,0.00700204,25,4,0,0,0.0,0.0,0
Train,Rural,702,0.00745595,51,6,3,2,15585.666667,14831.0,5
Train,Rural,703,0.00455777,28,5,7,2,3987.142857,7082.5,9
Train,Rural,704,0.00627272,24,6,4,1,403.75,38203.0,5
Train,Rural,705,0.00171352,5,4,0,0,0.0,0.0,0
Train,Rural,706,0.00419454,17,6,0,1,0.0,22813.0,1
Train,Rural,707,0.00917568,156,5,0,1,0.0,10838.0,1
Train,Rural,708,0.00209154,9,5,0,1,0.0,8208.0,1
Train,Rural,709,0.00302324,19,5,3,0,3547.333333,0.0,3
Train,Rural,71,0.00465371,27,7,1,1,531.0,25.0,2
Train,Rural,710,0.01014222,139,6,14,4,5501.428571,6505.25,18
Train,Rural,711,0.00517779,319,5,1,1,816.0,21394.0,2
Train,Rural,712,0.00557968,22,5,2,1,12801.5,13759.0,3
Train,Rural,714,0.00182903,30,6,0,1,0.0,55555.0,1
Train,Rural,715,0.0032008,12,4,0,3,0.0,17479.0,3
Train,Rural,716,0.00244236,9,4,0,1,0.0,4600.0,1
Train,Rural,718,0.0,1,1,0,0,0.0,0.0,0
Train,Rural,719,0.00645505,82,4,0,1,0.0,19099.0,1
Train,Rural,72,0.00447997,25,3,0,0,0.0,0.0,0
Train,Rural,720,0.00779436,53,7,7,2,2407.0,4193.5,9
Train,Rural,721,0.01076033,67,6,17,1,4886.0,26853.0,18
Train,Rural,722,0.00289532,13,4,0,0,0.0,0.0,0
Train,Rural,723,0.0042332,66,4,7,0,3152.142857,0.0,7
Train,Rural,724,0.00715669,44,5,27,0,3490.111111,0.0,27
Train,Rural,725,0.01018995,67,5,17,4,4062.823529,4766.75,21
Train,Rural,726,0.00438976,25,6,2,1,161.0,78.0,3
Train,Rural,727,0.00961527,59,7,4,1,411.75,23069.0,5
Train,Rural,728,0.00367571,21,4,13,0,2977.538462,0.0,13
Train,Rural,729,0.00240179,6,3,0,1,0.0,39105.0,1
Train,Rural,73,0.00973221,90,6,14,6,8930.0,5802.333333,20
Train,Rural,730,0.00368335,21,5,0,1,0.0,21676.0,1
Train,Rural,731,0.00453199,40,4,8,0,5169.5,0.0,8
Train,Rural,732,0.00023101,7,3,0,0,0.0,0.0,0
Train,Rural,733,0.00650994,53,6,5,2,7561.6,7695.5,7
Train,Rural,734,0.00563313,25,5,5,2,752.6,5368.5,7
Train,Rural,736,0.00276406,13,5,7,0,3539.285714,0.0,7
Train,Rural,737,0.00727601,65,6,12,1,3531.833333,1222.0,13
Train,Rural,738,0.00345329,27,5,3,0,2377.333333,0.0,3
Train,Rural,74,0.00676959,63,5,1,1,6067.0,17299.0,2
Train,Rural,740,0.00300367,11,5,3,0,3764.0,0.0,3
Train,Rural,742,0.01233734,84,6,11,1,1957.272727,14312.0,12
Train,Rural,744,0.01217076,74,7,1,1,785.0,27031.0,2
Train,Rural,746,0.00306429,39,3,0,0,0.0,0.0,0
Train,Rural,747,0.01020283,42,6,7,1,1253.285714,21901.0,8
Train,Rural,748,0.00969642,54,7,2,4,3653.0,2882.75,6
Train,Rural,749,0.01011835,61,6,6,1,32488.5,22141.0,7
Train,Rural,75,0.00632045,107,6,2,0,2270.0,0.0,2
Train,Rural,750,0.0081743,68,5,0,2,0.0,10191.0,2
Train,Rural,752,0.00516251,49,6,1,2,471.0,20171.5,3
Train,Rural,753,0.00348193,45,4,2,0,5431.0,0.0,2
Train,Rural,755,0.00223378,8,3,0,0,0.0,0.0,0
Train,Rural,756,0.00663022,31,6,1,5,1317.0,3374.8,6
Train,Rural,757,0.00416638,14,3,0,0,0.0,0.0,0
Train,Rural,758,0.00596772,25,5,4,0,17844.25,0.0,4
Train,Rural,759,0.00292205,20,4,0,1,0.0,18622.0,1
Train,Rural,76,0.00796906,36,7,2,2,987.5,11649.5,4
Train,Rural,761,0.00840722,39,6,10,0,3755.4,0.0,10
Train,Rural,762,0.00676816,31,6,1,1,1191.0,1994.0,2
Train,Rural,763,0.0077977,141,7,2,1,1439.0,26578.0,3
Train,Rural,764,0.00778195,33,7,5,2,1805.2,5103.0,7
Train,Rural,765,0.01299649,103,6,15,1,6396.0,27826.0,16
Train,Rural,766,0.00408953,27,4,0,0,0.0,0.0,0
Train,Rural,767,0.00777622,66,6,7,1,3202.857143,26957.0,8
Train,Rural,768,0.01237934,119,7,5,1,728.6,10040.0,6
Train,Rural,769,0.00858478,91,5,8,1,10206.75,28993.0,9
Train,Rural,77,0.0035015,12,3,0,0,0.0,0.0,0
Train,Rural,770,0.00186912,21,2,0,0,0.0,0.0,0
Train,Rural,772,0.00379695,13,6,2,2,28136.5,42288.0,4
Train,Rural,773,0.00105866,3,2,0,1,0.0,8780.0,1
Train,Rural,774,0.00022338,2,2,0,0,0.0,0.0,0
Train,Rural,775,0.01087965,64,6,10,5,8059.6,2405.6,15
Train,Rural,776,0.00779818,41,4,3,0,2356.333333,0.0,3
Train,Rural,778,0.0044351,14,6,1,1,3283.0,140145.0,2
Train,Rural,779,0.00683498,59,6,4,1,3311.0,1069.0,5
Train,Rural,78,0.00502934,17,5,0,1,0.0,19178.0,1
Train,Rural,780,0.00382081,27,5,3,0,5885.333333,0.0,3
Train,Rural,781,0.00239702,6,3,1,0,68.0,0.0,1
Train,Rural,782,0.00967064,76,6,10,3,2173.7,15693.666667,13
Train,Rural,783,0.00783875,58,7,2,1,1977.5,48843.0,3
Train,Rural,784,0.00579112,38,7,2,2,1702.5,5509.5,4
Train,Rural,785,0.00183809,9,5,0,0,0.0,0.0,0
Train,Rural,786,0.00614958,31,5,2,0,37.0,0.0,2
Train,Rural,788,0.00461218,33,4,0,0,0.0,0.0,0
Train,Rural,789,0.0046308,12,4,0,1,0.0,21758.0,1
Train,Rural,79,0.00340938,8,4,0,0,0.0,0.0,0
Train,Rural,790,0.00727887,19,4,0,0,0.0,0.0,0
Train,Rural,791,0.01105434,83,6,0,2,0.0,6905.0,2
Train,Rural,792,0.00037421,4,3,0,1,0.0,2814.0,1
Train,Rural,793,0.00382797,9,4,1,1,1193.0,179128.0,2
Train,Rural,794,0.00811034,118,5,2,1,1097.5,47220.0,3
Train,Rural,795,0.00602739,32,6,1,0,2563.0,0.0,1
Train,Rural,796,0.00303374,28,4,9,0,4503.444444,0.0,9
Train,Rural,797,0.00412151,15,3,9,0,4500.111111,0.0,9
Train,Rural,798,0.00226671,9,4,2,0,12931.0,0.0,2
Train,Rural,799,0.00572812,109,5,0,2,0.0,6507.0,2
Train,Rural,8,0.00869742,99,5,5,2,1462.8,29997.0,7
Train,Rural,80,0.00295594,8,3,0,0,0.0,0.0,0
Train,Rural,800,0.00728651,44,7,6,3,22462.833333,24955.0,9
Train,Rural,801,0.00327287,10,3,0,0,0.0,0.0,0
Train,Rural,803,0.00427473,26,5,0,1,0.0,8010.0,1
Train,Rural,804,0.00167343,6,4,0,0,0.0,0.0,0
Train,Rural,805,0.00232256,17,3,14,0,3529.0,0.0,14
Train,Rural,806,0.00787646,64,5,0,0,0.0,0.0,0
Train,Rural,807,0.00693522,43,7,9,1,2871.111111,5613.0,10
Train,Rural,808,0.00481885,84,6,1,1,2015.0,7352.0,2
Train,Rural,809,0.00249916,5,4,1,0,16271.0,0.0,1
Train,Rural,81,0.00378406,31,4,8,1,5759.0,11957.0,9
Train,Rural,810,0.008454,44,5,32,1,3470.53125,22629.0,33
Train,Rural,811,0.00328576,35,4,0,0,0.0,0.0,0
Train,Rural,812,0.00941338,39,6,7,1,19445.571429,31127.0,8
Train,Rural,814,0.00676386,29,7,7,1,1671.857143,16608.0,8
Train,Rural,815,0.0034614,24,4,11,0,6647.727273,0.0,11
Train,Rural,817,0.00207197,13,4,1,0,2287.0,0.0,1
Train,Rural,818,0.00633477,17,6,4,1,4829.25,190111.0,5
Train,Rural,819,0.00362894,11,4,1,1,2789.0,128225.0,2
Train,Rural,82,0.00386186,15,5,1,1,668.0,5195.0,2
Train,Rural,820,0.01201754,105,7,7,1,2627.142857,8916.0,8
Train,Rural,821,0.00890743,38,6,1,0,911.0,0.0,1
Train,Rural,822,0.00286668,11,3,0,0,0.0,0.0,0
Train,Rural,823,0.00433057,33,6,2,1,2093.5,28502.0,3
Train,Rural,824,0.0115999,37,5,6,12,15922.166667,17142.166667,18
Train,Rural,825,0.00378454,19,3,10,0,2885.1,0.0,10
Train,Rural,826,0.0057453,25,6,10,2,3130.5,6949.0,12
Train,Rural,827,0.00173977,6,3,0,0,0.0,0.0,0
Train,Rural,828,0.00562788,17,4,0,1,0.0,30768.0,1
Train,Rural,829,0.00769079,41,4,19,0,8074.631579,0.0,19
Train,Rural,83,0.00563552,36,5,2,0,1848.0,0.0,2
Train,Rural,830,0.00754473,84,6,14,1,3637.642857,11502.0,15
Train,Rural,831,0.00839815,50,6,1,1,1869.0,15950.0,2
Train,Rural,832,0.0029063,15,5,2,0,2024.5,0.0,2
Train,Rural,833,0.00492816,75,5,1,0,2566.0,0.0,1
Train,Rural,834,0.00956038,66,6,9,2,4536.222222,49162.0,11
Train,Rural,836,0.00857905,40,5,3,2,5787.666667,52624.0,5
Train,Rural,837,0.00387523,79,5,2,0,11615.5,0.0,2
Train,Rural,838,0.00480692,25,6,1,1,627.0,23703.0,2
Train,Rural,839,0.00729224,33,6,11,2,1971.909091,7626.0,13
Train,Rural,84,0.00409526,21,4,6,0,2999.5,0.0,6
Train,Rural,840,0.00570759,27,5,0,1,0.0,4862.0,1
Train,Rural,841,0.00167724,6,5,1,0,477.0,0.0,1
Train,Rural,842,0.00638536,26,6,1,0,204.0,0.0,1
Train,Rural,843,0.00635338,36,4,11,0,2004.727273,0.0,11
Train,Rural,844,0.00667031,58,7,1,1,323.0,22490.0,2
Train,Rural,845,0.00621544,32,5,11,2,2230.363636,9756.0,13
Train,Rural,846,0.01081617,51,7,12,2,9884.666667,68602.5,14
Train,Rural,847,0.00388,20,5,4,0,2115.25,0.0,4
Train,Rural,848,0.00981001,48,6,15,1,8984.933333,70158.0,16
Train,Rural,849,0.00643787,25,6,0,2,0.0,4774.5,2
Train,Rural,85,0.00255214,11,4,4,0,5602.0,0.0,4
Train,Rural,850,0.01049829,59,7,27,1,4796.407407,27417.0,28
Train,Rural,851,0.01182232,89,7,7,2,24769.857143,3602.0,9
Train,Rural,852,0.00238938,29,5,0,1,0.0,113258.0,1
Train,Rural,853,0.00863108,51,7,9,1,3318.444444,19190.0,10
Train,Rural,854,0.00497159,32,6,1,1,2468.0,16675.0,2
Train,Rural,856,0.00581499,137,4,0,2,0.0,22700.5,2
Train,Rural,857,0.00467519,10,4,0,3,0.0,41775.0,3
Train,Rural,858,0.00525559,23,5,2,1,3071.0,11428.0,3
Train,Rural,859,0.00206243,6,2,0,0,0.0,0.0,0
Train,Rural,86,0.00156651,5,3,0,0,0.0,0.0,0
Train,Rural,860,0.00859814,131,6,2,3,1517.5,14214.333333,5
Train,Rural,861,0.01246334,70,7,15,1,5314.866667,140969.0,16
Train,Rural,862,0.00589851,11,3,0,6,0.0,28460.666667,6
Train,Rural,863,0.00443844,32,5,0,1,0.0,15866.0,1
Train,Rural,864,0.00857523,132,5,3,2,796.666667,33642.0,5
Train,Rural,865,0.01278982,75,6,34,3,1788.5,10508.333333,37
Train,Rural,866,0.00425134,31,4,0,0,0.0,0.0,0
Train,Rural,867,0.01091879,46,6,0,1,0.0,4687.0,1
Train,Rural,868,0.00965107,42,7,5,3,1860.2,6038.333333,8
Train,Rural,870,0.00802633,44,5,13,1,4371.230769,33128.0,14
Train,Rural,871,0.00086392,3,2,0,1,0.0,12167.0,1
Train,Rural,872,0.0068073,23,6,1,3,512.0,17623.0,4
Train,Rural,873,0.00314113,10,4,0,1,0.0,107376.0,1
Train,Rural,874,0.00692901,86,5,2,1,3131.0,17992.0,3
Train,Rural,875,0.00532289,106,5,3,2,597.0,12361.5,5
Train,Rural,876,0.00631329,107,5,12,2,191.0,26440.0,14
Train,Rural,877,0.00847118,29,5,7,6,4538.571429,10643.5,13
Train,Rural,878,0.00210443,8,5,1,0,76.0,0.0,1
Train,Rural,879,0.00065629,10,4,0,0,0.0,0.0,0
Train,Rural,88,0.00350579,11,5,2,1,2099.5,131180.0,3
Train,Rural,880,0.01361078,98,5,29,0,7162.344828,0.0,29
Train,Rural,881,0.01081331,62,6,20,1,3278.65,63736.0,21
Train,Rural,883,0.00567275,38,5,3,0,3243.666667,0.0,3
Train,Rural,884,0.0051186,15,5,0,2,0.0,4998.5,2
Train,Rural,885,0.00545128,45,7,2,1,1558.5,11824.0,3
Train,Rural,886,0.01326283,193,7,30,2,4643.5,24517.5,32
Train,Rural,887,0.00409335,43,5,0,1,0.0,14475.0,1
Train,Rural,888,0.00762444,88,5,0,1,0.0,4643.0,1
Train,Rural,889,0.00499307,20,5,3,2,4602.333333,37146.0,5
Train,Rural,89,0.00513053,59,5,1,2,526.0,10862.5,3
Train,Rural,890,0.00887116,44,7,8,4,3315.875,9132.75,12
Train,Rural,891,0.00701015,26,5,9,1,4061.888889,10502.0,10
Train,Rural,892,0.00582405,30,6,4,1,2146.75,13412.0,5
Train,Rural,893,0.00790462,79,7,9,3,4108.444444,11772.0,12
Train,Rural,894,0.00660397,37,4,20,0,8149.55,0.0,20
Train,Rural,895,0.00597297,25,5,6,0,1319.333333,0.0,6
Train,Rural,897,0.00384993,30,3,22,0,3961.5,0.0,22
Train,Rural,898,0.00754044,58,7,7,2,1214.142857,4073.5,9
Train,Rural,899,0.0161233,188,7,27,10,3083.555556,5542.0,37
Train,Rural,9,0.00587417,16,6,1,3,1488.0,40257.666667,4
Train,Rural,90,0.00467662,23,5,5,2,2010.0,6255.5,7
Train,Rural,900,0.00831701,30,7,3,3,4871.333333,17495.0,6
Train,Rural,901,0.0041134,16,6,2,1,3173.5,11939.0,3
Train,Rural,902,0.00938378,52,7,4,1,895.75,12038.0,5
Train,Rural,903,0.00572859,22,5,0,4,0.0,6627.25,4
Train,Rural,904,0.00761919,337,5,19,19,1983.947368,752.473684,38
Train,Rural,905,0.00595627,43,7,9,1,1740.555556,22420.0,10
Train,Rural,906,0.00743639,54,4,0,2,0.0,37512.0,2
Train,Rural,907,0.00423177,18,5,0,1,0.0,786.0,1
Train,Rural,908,0.00531191,22,6,3,0,3934.666667,0.0,3
Train,Rural,909,0.00418977,113,4,0,2,0.0,3677.5,2
Train,Rural,91,0.00984008,73,7,9,2,1944.777778,25065.0,11
Train,Rural,910,0.003123,78,5,1,1,3726.0,6950.0,2
Train,Rural,911,0.00428857,17,4,0,2,0.0,12207.0,2
Train,Rural,912,0.01142903,58,6,26,3,3886.769231,4970.333333,29
Train,Rural,913,0.00970119,78,4,1,7,384.0,24387.571429,8
Train,Rural,914,0.00983674,70,6,8,2,2799.5,9566.0,10
Train,Rural,915,0.00942674,198,5,14,1,3825.5,21428.0,15
Train,Rural,916,0.00992552,80,6,6,2,1310.166667,4858.5,8
Train,Rural,917,0.00328623,14,5,0,2,0.0,9594.5,2
Train,Rural,918,0.00166865,8,5,1,0,2140.0,0.0,1
Train,Rural,919,0.00402558,12,4,0,2,0.0,25305.0,2
Train,Rural,92,0.0136461,70,7,27,1,12841.555556,118193.0,28
Train,Rural,920,0.00351916,27,3,0,0,0.0,0.0,0
Train,Rural,921,0.00097943,5,3,1,0,201.0,0.0,1
Train,Rural,922,0.00214214,11,4,0,1,0.0,25786.0,1
Train,Rural,923,0.00162569,7,5,1,0,477.0,0.0,1
Train,Rural,924,0.00882152,57,7,9,1,4975.111111,37492.0,10
Train,Rural,925,0.00859241,109,6,11,1,3550.545455,17720.0,12
Train,Rural,926,0.00541453,19,4,0,1,0.0,187487.0,1
Train,Rural,927,0.00617774,40,5,7,0,4293.857143,0.0,7
Train,Rural,928,0.00165815,7,3,0,0,0.0,0.0,0
Train,Rural,929,0.00451768,44,6,5,2,919.2,10058.0,7
Train,Rural,93,0.00266335,13,4,0,0,0.0,0.0,0
Train,Rural,930,0.00291585,12,4,5,0,5395.4,0.0,5
Train,Rural,934,0.00239893,17,5,0,2,0.0,14986.0,2
Train,Rural,935,0.00776334,88,4,0,1,0.0,31250.0,1
Train,Rural,936,0.00340126,23,5,3,0,1711.333333,0.0,3
Train,Rural,937,0.00692137,47,6,1,0,623.0,0.0,1
Train,Rural,938,0.00327764,13,5,0,1,0.0,2082.0,1
Train,Rural,939,0.00791273,31,5,10,3,2732.8,7281.0,13
Train,Rural,94,0.0019116,9,4,0,0,0.0,0.0,0
Train,Rural,940,0.00804017,38,5,15,0,4371.266667,0.0,15
Train,Rural,942,0.00641973,85,6,0,1,0.0,16611.0,1
Train,Rural,943,0.00178321,5,3,0,0,0.0,0.0,0
Train,Rural,944,0.01096938,68,7,3,2,10265.666667,8662.0,5
Train,Rural,945,0.00939476,120,5,3,3,1442.333333,19797.333333,6
Train,Rural,946,0.00369576,9,5,1,0,18371.0,0.0,1
Train,Rural,947,0.00583265,18,5,0,3,0.0,36955.666667,3
Train,Rural,948,0.00739152,39,5,0,0,0.0,0.0,0
Train,Rural,949,0.00254641,11,5,2,0,5219.5,0.0,2
Train,Rural,95,0.00558063,37,6,15,1,2273.333333,5036.0,16
Train,Rural,950,0.00583503,27,4,16,0,4153.3125,0.0,16
Train,Rural,951,0.00331058,11,4,0,0,0.0,0.0,0
Train,Rural,952,0.00785068,35,6,10,3,6270.0,6553.666667,13
Train,Rural,953,0.00457352,25,6,3,1,4286.0,3647.0,4
Train,Rural,954,0.00737147,45,5,11,0,3611.636364,0.0,11
Train,Rural,955,0.00707745,46,7,3,1,9552.0,3963.0,4
Train,Rural,956,0.00479928,33,5,0,2,0.0,19077.5,2
Train,Rural,957,0.0036003,46,6,1,1,2685.0,1684.0,2
Train,Rural,959,0.00888691,29,4,0,1,0.0,8137.0,1
Train,Rural,96,0.00318314,19,4,0,0,0.0,0.0,0
Train,Rural,960,0.00203665,6,4,0,0,0.0,0.0,0
Train,Rural,961,0.00385947,39,4,11,0,3109.545455,0.0,11
Train,Rural,962,0.00715669,395,6,4,3,283.25,2264.666667,7
Train,Rural,963,0.000778,5,2,0,0,0.0,0.0,0
Train,Rural,964,0.00492911,12,7,1,3,3907.0,40212.0,4
Train,Rural,965,0.00470526,137,5,0,1,0.0,833.0,1
Train,Rural,967,0.00789746,43,4,6,0,880.833333,0.0,6
Train,Rural,968,0.00702877,54,6,12,1,8394.0,27910.0,13
Train,Rural,969,0.0084454,70,6,14,1,5296.071429,92770.0,15
Train,Rural,97,0.00592858,29,6,0,1,0.0,42369.0,1
Train,Rural,970,0.00309293,14,5,5,2,698.8,41850.5,7
Train,Rural,971,0.00385231,21,4,11,0,4719.818182,0.0,11
Train,Rural,972,0.0067147,27,4,16,0,5713.3125,0.0,16
Train,Rural,973,0.00143811,38,5,0,1,0.0,11250.0,1
Train,Rural,974,0.00272015,10,3,7,0,7293.428571,0.0,7
Train,Rural,975,0.01411672,136,7,23,4,6135.173913,10685.0,27
Train,Rural,976,0.0036991,11,4,0,2,0.0,31541.0,2
Train,Rural,977,0.00779054,43,7,4,2,2831.75,7346.5,6
Train,Rural,978,4.009e-05,2,2,1,0,489.0,0.0,1
Train,Rural,979,0.00855041,47,6,25,1,3217.24,28595.0,26
Train,Rural,98,0.00167677,7,3,0,0,0.0,0.0,0
Train,Rural,980,0.00544412,42,6,10,2,2237.0,4245.0,12
Train,Rural,981,0.00361939,20,5,3,0,6587.0,0.0,3
Train,Rural,983,0.00501598,58,4,0,0,0.0,0.0,0
Train,Rural,984,0.0115326,72,7,10,1,3577.1,19427.0,11
Train,Rural,985,0.00946588,110,5,14,3,2678.5,9616.333333,17
Train,Rural,986,0.00471862,22,7,2,1,1278.0,28160.0,3
Train,Rural,987,0.00334733,26,4,3,0,803.333333,0.0,3
Train,Rural,988,0.00637152,76,5,0,1,0.0,32940.0,1
Train,Rural,989,0.00931887,74,5,28,1,2335.5,18568.0,29
Train,Rural,99,0.00783541,36,6,17,1,3918.941176,5825.0,18
Train,Rural,990,0.00271872,22,5,5,1,3471.2,2370.0,6
Train,Rural,991,0.00510953,44,5,2,2,912.5,10032.5,4
Train,Rural,992,0.01022193,97,6,11,2,15104.363636,11361.0,13
Train,Rural,993,0.0095852,75,5,31,4,2989.83871,21886.75,35
Train,Rural,994,0.0146871,144,6,88,3,932.545455,5111.666667,91
Train,Rural,995,0.00330007,12,4,0,1,0.0,15312.0,1
Train,Rural,996,0.00868931,48,6,8,1,7685.25,63837.0,9
Train,Rural,997,0.00602595,21,5,1,1,1309.0,121707.0,2
Train,Urban,1366,0.00626079,23,5,7,1,10133.571429,145675.0,8
Train,Urban,1367,0.01079135,55,4,21,5,19469.52381,15245.2,26
Train,Urban,1368,0.01304279,81,5,46,2,5459.217391,19086.5,48
Train,Urban,1369,0.00472387,20,6,8,1,14267.125,80979.0,9
Train,Urban,1370,0.00120376,6,3,4,0,3998.75,0.0,4
Train,Urban,1371,0.00308863,15,3,5,0,3151.2,0.0,5
Train,Urban,1372,0.00821391,23,3,16,3,45872.0625,6354.333333,19
Train,Urban,1373,0.01559923,183,6,43,10,9227.72093,7889.0,53
Train,Urban,1374,0.00426805,24,3,22,1,12694.681818,2591.0,23
Train,Urban,1376,0.01085435,59,5,13,0,15507.461538,0.0,13
Train,Urban,1379,0.00671518,24,5,10,4,16339.5,61677.75,14
Train,Urban,1381,0.01259126,67,5,31,1,8196.0,176605.0,32
Train,Urban,1383,0.00783827,42,4,19,3,7487.684211,61279.0,22
Train,Urban,1384,0.01133023,48,5,35,1,16306.028571,38652.0,36
Train,Urban,1385,0.01101616,94,6,13,2,14592.538462,74014.0,15
Train,Urban,1386,0.01627747,71,5,42,2,9248.904762,54596.0,44
Train,Urban,1387,0.00934035,60,6,25,2,6505.84,27848.5,27
Train,Urban,1389,0.00979808,72,5,15,1,19688.266667,111589.0,16
Train,Urban,1390,0.01078849,86,5,20,1,11993.6,22709.0,21
Train,Urban,1391,0.00541882,19,5,3,3,50953.666667,35981.333333,6
Train,Urban,1392,0.01141089,55,6,28,1,13335.0,9258.0,29
Train,Urban,1393,0.01058897,49,3,42,2,8834.047619,31154.0,44
Train,Urban,1394,0.00655242,29,3,19,3,6153.894737,92764.0,22
Train,Urban,1395,0.00922627,38,6,14,6,18034.357143,15824.666667,20
Train,Urban,1396,0.00085055,2,2,0,0,0.0,0.0,0
Train,Urban,1397,0.00808265,31,3,29,1,13471.482759,10902.0,30
Train,Urban,1398,0.00549472,23,5,7,3,47788.0,82405.0,10
Train,Urban,1399,0.01250869,124,4,27,2,8634.555556,4044.0,29
Train,Urban,1400,0.00786978,53,6,10,2,2638.5,10874.5,12
Train,Urban,1401,0.01260988,81,6,38,2,6983.236842,5804.5,40
Train,Urban,1402,0.00751991,40,5,31,1,6078.483871,34917.0,32
Train,Urban,1403,0.00692853,28,3,22,1,8173.954545,73396.0,23
Train,Urban,1404,0.00955179,48,5,40,1,6907.925,58129.0,41
Train,Urban,1405,0.00769031,31,3,22,3,11600.590909,83808.0,25
Train,Urban,1406,0.00972315,40,5,15,2,19271.2,70766.0,17
Train,Urban,1407,0.0119321,59,3,55,1,6344.509091,86512.0,56
Train,Urban,1408,0.00525129,15,5,5,2,3282.6,233910.0,7
Train,Urban,1409,0.00557442,19,4,12,1,21767.416667,376654.0,13
Train,Urban,1410,0.00875517,36,3,28,1,8010.678571,234274.0,29
Train,Urban,1411,0.00584792,24,5,11,1,4315.909091,19059.0,12
Train,Urban,1412,0.01386232,83,6,41,2,12007.829268,33493.5,43
Train,Urban,1413,0.00746789,34,6,19,2,9306.052632,18114.5,21
Train,Urban,1414,0.00294687,12,2,9,0,101214.777778,0.0,9
Train,Urban,1415,0.00938426,51,5,13,3,13860.769231,23194.0,16
Train,Urban,1416,0.01171064,46,5,12,2,8989.416667,76698.5,14
Train,Urban,1417,0.00759485,27,3,21,2,20586.047619,74388.5,23
Train,Urban,1418,0.00699583,49,5,15,2,17927.866667,42097.0,17
Train,Urban,1419,0.00516251,23,3,20,1,12199.7,5824.0,21
Train,Urban,1420,0.00803731,29,6,12,1,7836.0,214461.0,13
Train,Urban,1421,0.0091604,65,3,0,3,0.0,4473.666667,3
Train,Urban,1422,0.01174977,54,5,28,8,8461.285714,20779.125,36
Train,Urban,1423,0.00952554,61,4,23,1,10215.043478,122600.0,24
Train,Urban,1425,0.00793755,49,5,23,1,5363.304348,20679.0,24
Train,Urban,1426,0.01170061,72,4,29,1,5221.413793,59118.0,30
Train,Urban,1428,0.00308242,11,3,3,3,282822.666667,28241.666667,6
Train,Urban,1429,0.00933892,38,5,13,3,10718.769231,29891.333333,16
Train,Urban,1430,0.00616724,27,5,0,3,0.0,33725.333333,3
Train,Urban,1431,0.00253687,12,6,2,1,314.0,178060.0,3
Train,Urban,1432,0.01527275,60,4,46,2,6805.673913,35747.0,48
Train,Urban,1433,0.00912365,33,3,31,1,12669.258065,384.0,32
Train,Urban,1434,0.00545558,23,5,11,3,13853.272727,7628.333333,14
