split,domain,sample_id,image_path,mask_path,has_mask,width,height,pixel_count,aspect_ratio,mean_r,mean_g,mean_b,std_r,std_g,std_b,min_r,min_g,min_b,max_r,max_g,max_b
Train,Rural,182,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/182.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/182.png,True,1024,1024,1048576,1.0,78.517334,82.402504,79.78389,33.45319,28.875748,25.828772,3,7,3,255,255,255
Train,Rural,183,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/183.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/183.png,True,1024,1024,1048576,1.0,77.388908,81.780518,80.353897,33.472996,30.446949,27.367308,1,5,1,255,255,255
Train,Rural,184,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/184.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/184.png,True,1024,1024,1048576,1.0,68.720375,84.133995,62.98497,45.640259,31.209471,31.35533,0,0,0,255,255,254
Train,Rural,185,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/185.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/185.png,True,1024,1024,1048576,1.0,117.141693,105.049606,86.167557,49.31942,32.964241,30.365152,0,7,0,255,207,190
Train,Rural,186,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/186.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/186.png,True,1024,1024,1048576,1.0,65.226089,77.458008,64.086716,44.31348,40.840405,36.39817,0,0,0,255,254,237
Train,Rural,187,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/187.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/187.png,True,1024,1024,1048576,1.0,78.344856,84.63913,80.307327,30.277168,26.417004,24.023041,1,1,0,255,255,255
Train,Rural,188,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/188.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/188.png,True,1024,1024,1048576,1.0,66.288742,75.209442,71.862976,62.702675,52.641308,53.517811,0,0,0,255,255,255
Train,Rural,189,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/189.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/189.png,True,1024,1024,1048576,1.0,64.664238,76.030533,70.75499,24.219522,23.180717,19.534025,19,22,7,255,255,255
Train,Rural,19,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/19.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/19.png,True,1024,1024,1048576,1.0,69.300346,75.328125,74.41893,30.615011,29.19157,27.06164,24,24,17,255,255,255
Train,Rural,190,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/190.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/190.png,True,1024,1024,1048576,1.0,74.231934,82.244675,78.524841,35.073166,32.107407,30.046755,12,1,0,255,255,255
Train,Rural,191,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/191.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/191.png,True,1024,1024,1048576,1.0,102.437561,102.692146,89.967407,63.734459,45.422749,43.200565,0,1,0,255,255,255
Train,Rural,192,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/192.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/192.png,True,1024,1024,1048576,1.0,72.274521,88.956223,71.380508,39.098763,30.486849,27.475664,0,3,0,255,255,255
Train,Rural,193,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/193.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/193.png,True,1024,1024,1048576,1.0,77.913422,82.798729,79.850021,28.585154,23.009373,19.702448,17,19,11,255,255,255
Train,Rural,194,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/194.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/194.png,True,1024,1024,1048576,1.0,75.748817,81.627533,80.243484,30.053112,27.111683,25.442659,5,12,1,255,255,255
Train,Rural,195,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/195.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/195.png,True,1024,1024,1048576,1.0,114.619377,106.531342,84.174614,52.252892,36.056629,34.725929,0,0,0,255,230,209
Train,Rural,196,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/196.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/196.png,True,1024,1024,1048576,1.0,84.368759,96.840317,75.276855,48.803215,32.073593,35.539291,0,0,0,255,242,232
Train,Rural,197,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/197.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/197.png,True,1024,1024,1048576,1.0,71.359779,78.25193,76.710594,27.96633,25.40181,23.268238,24,16,10,255,255,255
Train,Rural,198,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/198.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/198.png,True,1024,1024,1048576,1.0,62.875214,70.749329,68.791565,11.917665,10.571107,10.14988,36,34,33,216,217,219
Train,Rural,199,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/199.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/199.png,True,1024,1024,1048576,1.0,83.259941,86.023537,82.363228,34.589058,29.872118,26.034288,7,19,2,255,255,255
Train,Rural,2,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/2.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/2.png,True,1024,1024,1048576,1.0,71.374008,81.302231,77.147629,27.500744,28.353283,24.224661,12,8,1,255,255,255
Train,Rural,20,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/20.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/20.png,True,1024,1024,1048576,1.0,76.548141,81.780991,79.960007,38.281746,34.250839,32.556633,11,1,0,255,255,255
Train,Rural,200,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/200.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/200.png,True,1024,1024,1048576,1.0,118.886795,105.55909,89.856857,82.016525,66.610336,57.072899,0,0,0,255,248,234
Train,Rural,201,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/201.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/201.png,True,1024,1024,1048576,1.0,72.861229,80.275757,76.860229,31.028198,28.314129,24.636854,1,1,0,255,255,255
Train,Rural,202,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/202.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/202.png,True,1024,1024,1048576,1.0,111.579941,103.943832,89.26297,72.613686,47.150642,43.783821,0,0,0,255,255,255
Train,Rural,203,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/203.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/203.png,True,1024,1024,1048576,1.0,75.151497,87.354485,71.652794,49.449841,38.774017,39.088459,0,2,0,255,255,255
Train,Rural,204,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/204.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/204.png,True,1024,1024,1048576,1.0,72.94101,79.666168,76.879349,31.568932,28.755251,27.157461,9,18,13,255,255,255
Train,Rural,205,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/205.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/205.png,True,1024,1024,1048576,1.0,77.52005,83.472336,80.288742,31.185225,27.502083,24.008429,19,15,1,255,255,255
Train,Rural,206,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/206.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/206.png,True,1024,1024,1048576,1.0,72.64875,82.548042,66.793152,48.73756,37.66238,35.45467,0,0,0,255,255,255
Train,Rural,207,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/207.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/207.png,True,1024,1024,1048576,1.0,74.579926,82.850777,77.964203,27.619713,24.848595,22.553059,28,28,15,255,255,255
Train,Rural,208,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/208.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/208.png,True,1024,1024,1048576,1.0,52.941322,71.937851,53.13052,36.271702,28.645178,26.276789,0,0,0,255,231,210
Train,Rural,209,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/209.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/209.png,True,1024,1024,1048576,1.0,76.614456,80.610565,76.435623,29.789156,25.068741,19.886457,1,16,12,255,255,255
Train,Rural,21,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/21.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/21.png,True,1024,1024,1048576,1.0,44.048157,47.340591,49.174732,35.073593,36.732494,36.910091,0,0,0,247,243,255
Train,Rural,210,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/210.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/210.png,True,1024,1024,1048576,1.0,81.470917,90.241287,88.057549,38.755714,35.342266,36.858608,15,20,18,255,255,255
Train,Rural,211,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/211.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/211.png,True,1024,1024,1048576,1.0,76.969383,82.409378,79.754623,35.664986,30.506435,27.501371,1,1,1,255,255,255
Train,Rural,212,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/212.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/212.png,True,1024,1024,1048576,1.0,76.964294,87.809586,76.822472,25.048847,18.566269,18.820589,0,0,0,211,228,229
Train,Rural,213,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/213.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/213.png,True,1024,1024,1048576,1.0,85.723236,84.12323,77.477158,60.471527,47.11261,44.873684,0,0,0,255,255,255
Train,Rural,214,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/214.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/214.png,True,1024,1024,1048576,1.0,73.086098,79.882065,75.18174,22.708561,19.9252,16.747408,21,25,8,255,255,255
Train,Rural,215,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/215.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/215.png,True,1024,1024,1048576,1.0,78.081032,86.62851,81.020828,32.933617,30.887638,28.83256,16,14,2,255,255,255
Train,Rural,216,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/216.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/216.png,True,1024,1024,1048576,1.0,76.928993,84.687088,79.921906,30.094616,27.178682,23.101341,3,13,8,254,255,255
Train,Rural,217,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/217.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/217.png,True,1024,1024,1048576,1.0,70.640205,78.438477,74.155869,26.823744,23.617054,20.63205,13,19,9,255,255,255
Train,Rural,218,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/218.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/218.png,True,1024,1024,1048576,1.0,76.173264,81.176971,78.400436,31.89126,29.025984,25.872696,1,1,0,255,255,255
Train,Rural,219,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/219.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/219.png,True,1024,1024,1048576,1.0,37.835556,40.150551,39.515984,47.150311,48.501766,48.220062,0,0,0,255,255,255
Train,Rural,22,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/22.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/22.png,True,1024,1024,1048576,1.0,83.124146,90.386726,81.054115,51.567726,38.257202,45.897457,0,0,0,255,255,255
Train,Rural,220,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/220.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/220.png,True,1024,1024,1048576,1.0,75.977943,83.48613,76.065445,33.941013,28.318844,25.766943,21,25,24,247,252,243
Train,Rural,221,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/221.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/221.png,True,1024,1024,1048576,1.0,72.286865,79.666626,77.497971,27.04537,27.884665,21.244715,15,19,2,248,242,238
Train,Rural,222,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/222.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/222.png,True,1024,1024,1048576,1.0,68.807419,73.867554,72.272369,39.139378,34.568371,33.102264,0,0,0,217,245,243
Train,Rural,223,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/223.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/223.png,True,1024,1024,1048576,1.0,71.896332,87.976311,70.565926,49.738754,47.189747,39.978584,0,0,0,253,233,215
Train,Rural,224,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/224.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/224.png,True,1024,1024,1048576,1.0,109.824432,106.543533,101.507202,60.987286,47.867821,47.614517,0,0,0,255,255,255
Train,Rural,225,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/225.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/225.png,True,1024,1024,1048576,1.0,68.661469,75.411346,73.255966,32.052708,26.416813,23.678528,3,15,4,255,255,255
Train,Rural,226,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/226.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/226.png,True,1024,1024,1048576,1.0,80.816788,86.85965,81.299805,37.031811,34.224506,34.013668,1,7,1,255,255,255
Train,Rural,227,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/227.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/227.png,True,1024,1024,1048576,1.0,82.017654,93.317154,69.823975,50.083076,34.536674,33.007298,0,0,0,255,255,251
Train,Rural,228,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/228.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/228.png,True,1024,1024,1048576,1.0,66.015892,73.11084,71.921524,23.552301,25.967373,21.457418,23,19,0,255,255,255
Train,Rural,229,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/229.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/229.png,True,1024,1024,1048576,1.0,62.890388,77.919647,60.797718,39.448563,26.523335,25.693306,0,0,0,255,233,223
Train,Rural,23,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/23.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/23.png,True,1024,1024,1048576,1.0,74.327927,77.76989,76.267433,31.613359,25.741238,22.746729,1,1,0,253,255,255
Train,Rural,230,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/230.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/230.png,True,1024,1024,1048576,1.0,80.368683,83.730652,81.74826,37.342419,34.559574,33.130505,1,1,1,255,255,255
Train,Rural,231,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/231.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/231.png,True,1024,1024,1048576,1.0,83.253738,87.739983,84.599014,35.974995,31.810883,28.63916,8,20,9,255,255,255
Train,Rural,232,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/232.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/232.png,True,1024,1024,1048576,1.0,47.916962,50.859917,49.121887,47.378422,47.869545,45.484962,0,0,0,255,255,255
Train,Rural,233,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/233.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/233.png,True,1024,1024,1048576,1.0,79.294868,92.759567,77.152618,37.93457,30.539221,29.839272,0,5,0,247,229,241
Train,Rural,234,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/234.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/234.png,True,1024,1024,1048576,1.0,68.924561,77.085007,74.017441,31.923141,27.687916,25.70784,16,23,13,255,255,255
Train,Rural,235,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/235.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/235.png,True,1024,1024,1048576,1.0,72.601059,81.001831,77.483971,31.276831,29.857399,26.79907,17,14,1,255,255,255
Train,Rural,236,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/236.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/236.png,True,1024,1024,1048576,1.0,67.418091,74.968506,73.246895,27.949753,24.867584,20.326998,5,18,14,255,255,255
Train,Rural,237,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/237.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/237.png,True,1024,1024,1048576,1.0,52.886887,59.646645,58.798927,31.005411,32.180321,30.22257,0,0,0,252,255,255
Train,Rural,238,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/238.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/238.png,True,1024,1024,1048576,1.0,64.561302,69.384407,68.827606,38.70966,37.244686,36.344902,0,0,0,255,255,255
Train,Rural,239,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/239.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/239.png,True,1024,1024,1048576,1.0,44.444115,48.088627,47.382038,44.122181,45.115337,43.879086,0,0,0,255,255,255
Train,Rural,24,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/24.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/24.png,True,1024,1024,1048576,1.0,92.857071,102.978661,89.27227,40.521263,35.156662,33.254124,0,2,0,255,255,255
Train,Rural,240,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/240.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/240.png,True,1024,1024,1048576,1.0,87.410751,90.438683,74.785828,59.950287,46.296886,45.089523,0,0,0,255,255,255
Train,Rural,241,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/241.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/241.png,True,1024,1024,1048576,1.0,64.338089,73.109741,59.430794,43.804428,34.469242,29.721075,0,0,0,247,219,222
Train,Rural,242,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/242.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/242.png,True,1024,1024,1048576,1.0,80.39106,87.061264,77.423492,45.152088,32.579651,31.126617,0,0,0,255,255,255
Train,Rural,243,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/243.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/243.png,True,1024,1024,1048576,1.0,64.467163,72.206573,72.054123,21.418682,20.458738,17.327824,15,14,7,248,254,255
Train,Rural,244,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/244.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/244.png,True,1024,1024,1048576,1.0,72.4664,79.885918,75.686783,35.336315,31.83593,29.466711,2,1,1,255,255,255
Train,Rural,245,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/245.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/245.png,True,1024,1024,1048576,1.0,74.222595,77.995934,75.207161,38.959423,36.716362,35.118698,0,0,0,255,255,255
Train,Rural,246,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/246.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/246.png,True,1024,1024,1048576,1.0,71.922737,79.089645,75.763443,29.549355,26.023186,22.476339,1,9,8,255,255,255
Train,Rural,247,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/247.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/247.png,True,1024,1024,1048576,1.0,80.709152,87.775253,69.61409,57.042938,38.820892,36.479713,0,0,0,255,255,255
Train,Rural,248,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/248.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/248.png,True,1024,1024,1048576,1.0,77.654137,83.173828,79.683174,31.13633,26.946465,24.311392,1,8,8,255,255,255
Train,Rural,249,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/249.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/249.png,True,1024,1024,1048576,1.0,76.73436,83.291809,81.831696,37.845158,34.310001,32.191753,19,21,1,255,255,255
Train,Rural,25,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/25.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/25.png,True,1024,1024,1048576,1.0,83.167847,87.664322,84.683029,37.127216,34.013054,32.72628,1,1,1,255,255,255
Train,Rural,250,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/250.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/250.png,True,1024,1024,1048576,1.0,74.716293,80.078011,78.040955,27.890295,26.755665,24.109247,12,17,1,255,255,255
Train,Rural,251,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/251.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/251.png,True,1024,1024,1048576,1.0,148.298965,130.368439,119.375778,59.131954,44.755184,40.725788,2,2,4,255,255,255
Train,Rural,252,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/252.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/252.png,True,1024,1024,1048576,1.0,73.148773,80.630608,78.082985,32.636497,28.934587,28.064791,13,1,0,255,255,255
Train,Rural,253,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/253.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/253.png,True,1024,1024,1048576,1.0,76.242538,82.878174,79.770721,36.620419,32.028091,30.173347,12,22,16,255,255,255
Train,Rural,254,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/254.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/254.png,True,1024,1024,1048576,1.0,85.80336,82.635162,67.162575,59.68383,48.699333,39.43668,0,0,0,255,230,219
Train,Rural,255,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/255.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/255.png,True,1024,1024,1048576,1.0,73.332817,80.09407,76.611816,34.980938,29.377901,24.731682,8,19,14,237,253,251
Train,Rural,256,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/256.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/256.png,True,1024,1024,1048576,1.0,50.083942,54.246559,52.100113,46.071812,46.795521,44.425335,0,0,0,255,255,255
Train,Rural,257,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/257.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/257.png,True,1024,1024,1048576,1.0,80.047562,88.900055,75.457825,41.536385,33.878223,34.606884,0,0,0,255,255,255
Train,Rural,258,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/258.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/258.png,True,1024,1024,1048576,1.0,73.30806,83.439392,77.147064,27.291582,23.049343,20.610689,13,15,2,255,255,255
Train,Rural,259,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/259.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/259.png,True,1024,1024,1048576,1.0,79.805229,85.350258,83.564362,30.036335,26.841002,24.368334,20,19,7,255,255,255
Train,Rural,26,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/26.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/26.png,True,1024,1024,1048576,1.0,56.147953,74.796661,60.128918,27.191565,19.952169,19.125284,0,0,0,255,240,232
Train,Rural,260,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/260.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/260.png,True,1024,1024,1048576,1.0,47.435928,63.252434,49.526451,34.765064,32.521458,31.135801,0,0,0,255,255,255
Train,Rural,261,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/261.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/261.png,True,1024,1024,1048576,1.0,73.10347,86.384262,64.533081,44.657742,29.853947,29.280518,0,0,0,238,215,204
Train,Rural,262,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/262.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/262.png,True,1024,1024,1048576,1.0,74.297386,83.455887,76.810783,27.208897,26.421871,18.791552,19,22,8,255,255,255
Train,Rural,263,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/263.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/263.png,True,1024,1024,1048576,1.0,75.534935,85.104477,66.999893,51.584991,37.432831,36.479595,0,0,0,255,255,255
Train,Rural,264,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/264.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/264.png,True,1024,1024,1048576,1.0,77.08448,79.976898,77.979568,31.645323,27.639174,24.833979,1,13,1,255,255,255
Train,Rural,265,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/265.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/265.png,True,1024,1024,1048576,1.0,71.222565,79.626312,76.537064,33.014252,28.869049,26.845705,16,14,1,255,255,255
Train,Rural,266,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/266.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/266.png,True,1024,1024,1048576,1.0,73.355667,81.97216,78.176788,27.937841,26.062122,21.597115,18,19,14,255,255,255
Train,Rural,267,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/267.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/267.png,True,1024,1024,1048576,1.0,102.487885,100.943649,83.910294,42.121342,31.418356,28.826191,3,3,0,255,255,255
Train,Rural,268,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/268.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/268.png,True,1024,1024,1048576,1.0,80.575027,85.917679,82.953156,27.915457,23.695448,22.243145,19,24,17,255,255,255
Train,Rural,269,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/269.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/269.png,True,1024,1024,1048576,1.0,57.929039,62.542561,58.995243,44.353016,44.062645,40.786678,0,0,0,255,255,255
