split,domain,sample_id,class_id,class_name,pixel_count,pixel_ratio
Train,Urban,2150,2,building,144452,0.13776016
Train,Urban,2150,3,road,67428,0.06430435
Train,Urban,2150,5,barren,6839,0.00652218
Train,Urban,2150,6,forest,249961,0.23838139
Train,Urban,2151,1,background,560775,0.53479671
Train,Urban,2151,2,building,306861,0.29264545
Train,Urban,2151,3,road,60895,0.058074
Train,Urban,2151,4,water,83696,0.07981873
Train,Urban,2151,6,forest,36349,0.03466511
Train,Urban,2152,1,background,385141,0.36729908
Train,Urban,2152,2,building,635653,0.60620594
Train,Urban,2152,3,road,23880,0.02277374
Train,Urban,2152,6,forest,3902,0.00372124
Train,Urban,2153,1,background,366637,0.34965229
Train,Urban,2153,2,building,179878,0.17154503
Train,Urban,2153,3,road,144650,0.13794899
Train,Urban,2153,5,barren,53766,0.05127525
Train,Urban,2153,6,forest,261448,0.24933624
Train,Urban,2153,7,agriculture,42197,0.0402422
Train,Urban,2154,1,background,535358,0.51055717
Train,Urban,2154,2,building,382865,0.36512852
Train,Urban,2154,3,road,130152,0.12412262
Train,Urban,2154,6,forest,201,0.00019169
Train,Urban,2155,0,no-data,322935,0.30797482
Train,Urban,2155,1,background,479042,0.45685005
Train,Urban,2155,2,building,62409,0.05951786
Train,Urban,2155,3,road,66396,0.06332016
Train,Urban,2155,5,barren,4134,0.00394249
Train,Urban,2155,6,forest,90441,0.08625126
Train,Urban,2155,7,agriculture,23219,0.02214336
Train,Urban,2156,1,background,495697,0.4727335
Train,Urban,2156,2,building,284195,0.27102947
Train,Urban,2156,3,road,21314,0.02032661
Train,Urban,2156,6,forest,247370,0.23591042
Train,Urban,2157,1,background,330902,0.31557274
Train,Urban,2157,2,building,3524,0.00336075
Train,Urban,2157,3,road,304107,0.29001904
Train,Urban,2157,4,water,163,0.00015545
Train,Urban,2157,6,forest,184453,0.17590809
Train,Urban,2157,7,agriculture,225427,0.21498394
Train,Urban,2158,1,background,467918,0.44624138
Train,Urban,2158,2,building,370770,0.35359383
Train,Urban,2158,3,road,85294,0.0813427
Train,Urban,2158,5,barren,110196,0.10509109
Train,Urban,2158,6,forest,11995,0.01143932
Train,Urban,2158,7,agriculture,2403,0.00229168
Train,Urban,2159,0,no-data,497583,0.47453213
Train,Urban,2159,1,background,237176,0.22618866
Train,Urban,2159,2,building,40116,0.0382576
Train,Urban,2159,3,road,116370,0.11097908
Train,Urban,2159,4,water,31028,0.02959061
Train,Urban,2159,6,forest,50710,0.04836082
Train,Urban,2159,7,agriculture,75593,0.0720911
Train,Urban,2160,1,background,692773,0.66067982
Train,Urban,2160,2,building,248256,0.23675537
Train,Urban,2160,3,road,24098,0.02298164
Train,Urban,2160,5,barren,43526,0.04150963
Train,Urban,2160,6,forest,39923,0.03807354
Train,Urban,2161,1,background,264861,0.25259113
Train,Urban,2161,2,building,171006,0.16308403
Train,Urban,2161,3,road,27481,0.02620792
Train,Urban,2161,4,water,246412,0.2349968
Train,Urban,2161,6,forest,206885,0.19730091
Train,Urban,2161,7,agriculture,131931,0.12581921
Train,Urban,2162,1,background,732372,0.69844437
Train,Urban,2162,2,building,284454,0.27127647
Train,Urban,2162,3,road,31750,0.03027916
Train,Urban,2163,1,background,180686,0.1723156
Train,Urban,2163,3,road,354017,0.33761692
Train,Urban,2163,4,water,46002,0.04387093
Train,Urban,2163,5,barren,3762,0.00358772
Train,Urban,2163,6,forest,464109,0.44260883
Train,Urban,2164,1,background,626937,0.59789371
Train,Urban,2164,2,building,302974,0.28893852
Train,Urban,2164,3,road,86596,0.08258438
Train,Urban,2164,5,barren,12376,0.01180267
Train,Urban,2164,6,forest,19693,0.01878071
Train,Urban,2165,1,background,503332,0.4800148
Train,Urban,2165,3,road,21326,0.02033806
Train,Urban,2165,4,water,89682,0.08552742
Train,Urban,2165,5,barren,289506,0.27609444
Train,Urban,2165,6,forest,144730,0.13802528
Train,Urban,2166,1,background,250391,0.23879147
Train,Urban,2166,2,building,132834,0.12668037
Train,Urban,2166,3,road,12631,0.01204586
Train,Urban,2166,4,water,101266,0.09657478
Train,Urban,2166,6,forest,551454,0.52590752
Train,Urban,2167,1,background,792209,0.75550938
Train,Urban,2167,2,building,135129,0.12886906
Train,Urban,2167,3,road,51926,0.04952049
Train,Urban,2167,6,forest,69312,0.06610107
Train,Urban,2168,1,background,360220,0.34353256
Train,Urban,2168,2,building,121513,0.11588383
Train,Urban,2168,3,road,19692,0.01877975
Train,Urban,2168,4,water,298770,0.28492928
Train,Urban,2168,6,forest,248381,0.23687458
Train,Urban,2169,1,background,522692,0.49847794
Train,Urban,2169,2,building,320596,0.30574417
Train,Urban,2169,3,road,101058,0.09637642
Train,Urban,2169,5,barren,5359,0.00511074
Train,Urban,2169,6,forest,98871,0.09429073
Train,Urban,2170,1,background,241639,0.23044491
Train,Urban,2170,2,building,383586,0.36581612
Train,Urban,2170,3,road,182710,0.17424583
Train,Urban,2170,5,barren,183947,0.17542553
Train,Urban,2170,6,forest,15940,0.01520157
Train,Urban,2170,7,agriculture,40754,0.03886604
Train,Urban,2171,1,background,498623,0.47552395
Train,Urban,2171,2,building,475287,0.453269
Train,Urban,2171,4,water,6271,0.00598049
Train,Urban,2171,6,forest,68395,0.06522655
Train,Urban,2172,1,background,731932,0.69802475
Train,Urban,2172,2,building,131429,0.12534046
Train,Urban,2172,3,road,79053,0.07539082
Train,Urban,2172,6,forest,106162,0.10124397
Train,Urban,2173,1,background,774446,0.73856926
Train,Urban,2173,2,building,47606,0.04540062
Train,Urban,2173,3,road,58887,0.05615902
Train,Urban,2173,4,water,24707,0.02356243
Train,Urban,2173,6,forest,141642,0.13508034
Train,Urban,2173,7,agriculture,1288,0.00122833
Train,Urban,2174,0,no-data,526686,0.50228691
Train,Urban,2174,1,background,277752,0.26488495
Train,Urban,2174,2,building,84396,0.0804863
Train,Urban,2174,3,road,86009,0.08202457
Train,Urban,2174,6,forest,73733,0.07031727
Train,Urban,2175,1,background,662660,0.63196182
Train,Urban,2175,2,building,114602,0.10929298
Train,Urban,2175,3,road,266141,0.25381184
Train,Urban,2175,6,forest,5173,0.00493336
Train,Urban,2176,1,background,468477,0.44677448
Train,Urban,2176,2,building,307343,0.29310513
Train,Urban,2176,3,road,203352,0.19393158
Train,Urban,2176,4,water,7893,0.00752735
Train,Urban,2176,6,forest,38242,0.03647041
Train,Urban,2176,7,agriculture,23269,0.02219105
Train,Urban,2177,0,no-data,261468,0.24935532
Train,Urban,2177,1,background,353913,0.33751774
Train,Urban,2177,2,building,210809,0.20104313
Train,Urban,2177,3,road,215407,0.20542812
Train,Urban,2177,4,water,6979,0.00665569
Train,Urban,2178,0,no-data,293834,0.28022194
Train,Urban,2178,1,background,289151,0.27575588
Train,Urban,2178,2,building,148434,0.14155769
Train,Urban,2178,3,road,96804,0.09231949
Train,Urban,2178,4,water,13175,0.01256466
Train,Urban,2178,6,forest,207111,0.19751644
Train,Urban,2178,7,agriculture,67,6.39e-05
Train,Urban,2179,1,background,320393,0.30555058
Train,Urban,2179,2,building,106403,0.10147381
Train,Urban,2179,3,road,120743,0.1151495
Train,Urban,2179,4,water,117882,0.11242104
Train,Urban,2179,6,forest,271042,0.25848579
Train,Urban,2179,7,agriculture,112113,0.10691929
Train,Urban,2180,1,background,376335,0.35890102
Train,Urban,2180,2,building,53610,0.05112648
Train,Urban,2180,3,road,228756,0.21815872
Train,Urban,2180,5,barren,106166,0.10124779
Train,Urban,2180,6,forest,255210,0.24338722
Train,Urban,2180,7,agriculture,28499,0.02717876
Train,Urban,2181,1,background,709773,0.67689228
Train,Urban,2181,2,building,233665,0.22284031
Train,Urban,2181,3,road,97851,0.09331799
Train,Urban,2181,6,forest,7287,0.00694942
Train,Urban,2182,1,background,637764,0.60821915
Train,Urban,2182,2,building,269233,0.2567606
Train,Urban,2182,3,road,48027,0.04580212
Train,Urban,2182,5,barren,47781,0.04556751
Train,Urban,2182,6,forest,45771,0.04365063
Train,Urban,2183,1,background,457243,0.43606091
Train,Urban,2183,2,building,218387,0.20827007
Train,Urban,2183,3,road,28615,0.02728939
Train,Urban,2183,6,forest,344331,0.32837963
Train,Urban,2184,1,background,458621,0.43737507
Train,Urban,2184,2,building,150465,0.14349461
Train,Urban,2184,3,road,101310,0.09661674
Train,Urban,2184,4,water,12467,0.01188946
Train,Urban,2184,6,forest,134422,0.12819481
Train,Urban,2184,7,agriculture,191291,0.18242931
Train,Urban,2185,1,background,844910,0.80576897
Train,Urban,2185,4,water,1287,0.00122738
Train,Urban,2185,5,barren,121945,0.11629581
Train,Urban,2185,6,forest,76718,0.07316399
Train,Urban,2185,7,agriculture,3716,0.00354385
Train,Urban,2186,1,background,488869,0.46622181
Train,Urban,2186,2,building,349446,0.33325768
Train,Urban,2186,3,road,47031,0.04485226
Train,Urban,2186,5,barren,123812,0.11807632
Train,Urban,2186,6,forest,39418,0.03759193
Train,Urban,2187,1,background,561671,0.53565121
Train,Urban,2187,2,building,335948,0.32038498
Train,Urban,2187,3,road,28885,0.02754688
Train,Urban,2187,6,forest,122072,0.11641693
Train,Urban,2188,1,background,848683,0.80936718
Train,Urban,2188,2,building,108566,0.10353661
Train,Urban,2188,5,barren,65101,0.06208515
Train,Urban,2188,6,forest,26226,0.02501106
Train,Urban,2189,1,background,405519,0.38673306
Train,Urban,2189,2,building,455346,0.43425179
Train,Urban,2189,3,road,187711,0.17901516
Train,Urban,2190,1,background,492157,0.46935749
Train,Urban,2190,2,building,447346,0.42662239
Train,Urban,2190,3,road,109073,0.10402012
Train,Urban,2191,1,background,537217,0.51233006
Train,Urban,2191,2,building,217627,0.20754528
Train,Urban,2191,3,road,109744,0.10466003
Train,Urban,2191,6,forest,183988,0.17546463
Train,Urban,2192,0,no-data,118837,0.11333179
Train,Urban,2192,1,background,30408,0.02899933
Train,Urban,2192,2,building,36836,0.03512955
Train,Urban,2192,3,road,42889,0.04090214
Train,Urban,2192,5,barren,590041,0.56270695
Train,Urban,2192,6,forest,229565,0.21893024
Train,Urban,2193,1,background,694585,0.66240788
Train,Urban,2193,2,building,185274,0.17669106
Train,Urban,2193,5,barren,121641,0.1160059
Train,Urban,2193,6,forest,47076,0.04489517
Train,Urban,2194,1,background,235988,0.22505569
Train,Urban,2194,2,building,234985,0.22409916
Train,Urban,2194,3,road,111914,0.10672951
Train,Urban,2194,4,water,5154,0.00491524
Train,Urban,2194,5,barren,8348,0.00796127
Train,Urban,2194,6,forest,108789,0.10374928
Train,Urban,2194,7,agriculture,343398,0.32748985
Train,Urban,2195,1,background,423566,0.40394402
Train,Urban,2195,2,building,377916,0.36040878
Train,Urban,2195,3,road,81325,0.07755756
Train,Urban,2195,4,water,97967,0.09342861
Train,Urban,2195,5,barren,32713,0.03119755
Train,Urban,2195,6,forest,35089,0.03346348
Train,Urban,2196,1,background,735891,0.70180035
Train,Urban,2196,2,building,236034,0.22509956
Train,Urban,2196,3,road,69289,0.06607914
Train,Urban,2196,4,water,7362,0.00702095
Train,Urban,2197,1,background,542189,0.51707172
Train,Urban,2197,2,building,314748,0.30016708
Train,Urban,2197,6,forest,191639,0.18276119
Train,Urban,2198,1,background,288218,0.2748661
Train,Urban,2198,2,building,136919,0.13057613
Train,Urban,2198,3,road,115674,0.11031532
Train,Urban,2198,4,water,295164,0.28149033
Train,Urban,2198,5,barren,63586,0.06064034
Train,Urban,2198,6,forest,149015,0.14211178
Train,Urban,2199,1,background,597333,0.56966114
Train,Urban,2199,2,building,381586,0.36390877
Train,Urban,2199,4,water,17583,0.01676846
Train,Urban,2199,5,barren,8530,0.00813484
Train,Urban,2199,6,forest,43544,0.04152679
Train,Urban,2200,2,building,37168,0.03544617
Train,Urban,2200,3,road,66157,0.06309223
Train,Urban,2200,4,water,2269,0.00216389
Train,Urban,2200,5,barren,520324,0.49621964
Train,Urban,2200,6,forest,179181,0.17088032
Train,Urban,2200,7,agriculture,243477,0.23219776
Train,Urban,2201,1,background,714405,0.6813097
Train,Urban,2201,2,building,81491,0.07771587
Train,Urban,2201,3,road,5379,0.00512981
Train,Urban,2201,4,water,60909,0.05808735
Train,Urban,2201,6,forest,186392,0.17775726
Train,Urban,2202,1,background,528627,0.50413799
Train,Urban,2202,2,building,505296,0.48188782
Train,Urban,2202,3,road,14653,0.01397419
Train,Urban,2203,0,no-data,20257,0.01931858
Train,Urban,2203,1,background,597810,0.57011604
Train,Urban,2203,2,building,190220,0.18140793
Train,Urban,2203,3,road,148170,0.14130592
Train,Urban,2203,4,water,25254,0.02408409
Train,Urban,2203,5,barren,288,0.00027466
Train,Urban,2203,6,forest,66577,0.06349277
Train,Urban,2204,1,background,542440,0.5173111
Train,Urban,2204,2,building,170493,0.1625948
Train,Urban,2204,3,road,43488,0.04147339
Train,Urban,2204,4,water,23034,0.02196693
Train,Urban,2204,5,barren,214089,0.20417118
Train,Urban,2204,6,forest,49221,0.0469408
Train,Urban,2204,7,agriculture,5811,0.0055418
Train,Urban,2205,1,background,456025,0.43489933
Train,Urban,2205,2,building,20440,0.0194931
Train,Urban,2205,3,road,166058,0.15836525
Train,Urban,2205,4,water,44993,0.04290867
Train,Urban,2205,5,barren,277706,0.26484108
Train,Urban,2205,6,forest,2607,0.00248623
Train,Urban,2205,7,agriculture,80747,0.07700634
Train,Urban,2206,0,no-data,119093,0.11357594
Train,Urban,2206,1,background,447284,0.42656326
Train,Urban,2206,2,building,364042,0.34717751
Train,Urban,2206,3,road,70632,0.06735992
Train,Urban,2206,4,water,47525,0.04532337
Train,Urban,2207,1,background,531840,0.50720215
Train,Urban,2207,2,building,399427,0.38092327
Train,Urban,2207,3,road,21428,0.02043533
Train,Urban,2207,5,barren,70804,0.06752396
Train,Urban,2207,6,forest,23398,0.02231407
Train,Urban,2207,7,agriculture,1679,0.00160122
Train,Urban,2208,1,background,637799,0.60825253
Train,Urban,2208,2,building,197700,0.18854141
Train,Urban,2208,3,road,120126,0.11456108
Train,Urban,2208,4,water,23314,0.02223396
Train,Urban,2208,6,forest,69637,0.06641102
Train,Urban,2209,1,background,490857,0.46811771
Train,Urban,2209,2,building,343410,0.3275013
Train,Urban,2209,3,road,121061,0.11545277
Train,Urban,2209,6,forest,93248,0.08892822
Train,Urban,2210,0,no-data,369724,0.35259628
Train,Urban,2210,1,background,284175,0.2710104
Train,Urban,2210,2,building,108612,0.10358047
Train,Urban,2210,3,road,99141,0.09454823
Train,Urban,2210,5,barren,25734,0.02454185
Train,Urban,2210,6,forest,57336,0.05467987
Train,Urban,2210,7,agriculture,103854,0.09904289
Train,Urban,2211,1,background,171652,0.1637001
Train,Urban,2211,2,building,103887,0.09907436
Train,Urban,2211,3,road,119476,0.11394119
Train,Urban,2211,5,barren,644812,0.61494064
Train,Urban,2211,6,forest,8749,0.0083437
Train,Urban,2212,0,no-data,27886,0.02659416
Train,Urban,2212,4,water,1020690,0.97340584
Train,Urban,2213,1,background,415939,0.39667034
Train,Urban,2213,2,building,608662,0.58046532
Train,Urban,2213,3,road,23975,0.02286434
Train,Urban,2214,0,no-data,224062,0.21368217
Train,Urban,2214,1,background,22613,0.02156544
Train,Urban,2214,2,building,1587,0.00151348
Train,Urban,2214,3,road,74386,0.07094002
Train,Urban,2214,5,barren,725928,0.69229889
Train,Urban,2215,1,background,579750,0.55289268
Train,Urban,2215,2,building,357969,0.34138584
Train,Urban,2215,3,road,8799,0.00839138
Train,Urban,2215,5,barren,11001,0.01049137
Train,Urban,2215,6,forest,91057,0.08683872
Train,Urban,2216,1,background,656252,0.62585068
Train,Urban,2216,2,building,172666,0.16466713
Train,Urban,2216,3,road,7445,0.00710011
Train,Urban,2216,4,water,95043,0.09064007
Train,Urban,2216,6,forest,117170,0.11174202
Train,Urban,2217,1,background,679041,0.64758396
Train,Urban,2217,2,building,186082,0.17746162
Train,Urban,2217,3,road,28056,0.02675629
Train,Urban,2217,4,water,6884,0.00656509
Train,Urban,2217,5,barren,132054,0.12593651
Train,Urban,2217,6,forest,16459,0.01569653
Train,Urban,2218,1,background,744361,0.70987797
Train,Urban,2218,2,building,272303,0.25968838
Train,Urban,2218,3,road,31912,0.03043365
Train,Urban,2219,1,background,412212,0.393116
Train,Urban,2219,2,building,200486,0.19119835
Train,Urban,2219,3,road,321714,0.30681038
Train,Urban,2219,4,water,27086,0.02583122
Train,Urban,2219,6,forest,17540,0.01672745
Train,Urban,2219,7,agriculture,69538,0.0663166
Train,Urban,2220,0,no-data,118841,0.11333561
Train,Urban,2220,1,background,493442,0.47058296
Train,Urban,2220,2,building,189615,0.18083096
Train,Urban,2220,3,road,191729,0.18284702
Train,Urban,2220,4,water,10504,0.0100174
Train,Urban,2220,5,barren,19233,0.01834202
Train,Urban,2220,6,forest,25212,0.02404404
Train,Urban,2221,1,background,522798,0.49857903
Train,Urban,2221,2,building,467747,0.4460783
Train,Urban,2221,3,road,58031,0.05534267
Train,Urban,2222,1,background,623860,0.59495926
Train,Urban,2222,2,building,298461,0.28463459
Train,Urban,2222,3,road,126255,0.12040615
Train,Urban,2223,1,background,680924,0.64937973
Train,Urban,2223,2,building,86886,0.08286095
Train,Urban,2223,3,road,77967,0.07435513
Train,Urban,2223,5,barren,145020,0.13830185
Train,Urban,2223,6,forest,57779,0.05510235
Train,Urban,2224,1,background,402498,0.38385201
Train,Urban,2224,2,building,175442,0.16731453
Train,Urban,2224,3,road,470636,0.44883347
Train,Urban,2225,0,no-data,377373,0.35989094
Train,Urban,2225,1,background,331601,0.31623936
Train,Urban,2225,2,building,127349,0.12144947
Train,Urban,2225,3,road,114282,0.10898781
Train,Urban,2225,6,forest,97971,0.09343243
Train,Urban,2226,1,background,625231,0.59626675
Train,Urban,2226,2,building,214037,0.20412159
Train,Urban,2226,3,road,12109,0.01154804
Train,Urban,2226,6,forest,197199,0.18806362
Train,Urban,2227,1,background,429211,0.40932751
Train,Urban,2227,2,building,58441,0.05573368
Train,Urban,2227,3,road,217498,0.20742226
Train,Urban,2227,4,water,317745,0.30302525
Train,Urban,2227,6,forest,25681,0.02449131
Train,Urban,2228,1,background,597068,0.56940842
Train,Urban,2228,2,building,406873,0.38802433
Train,Urban,2228,3,road,44635,0.04256725
Train,Urban,2229,0,no-data,320225,0.30539036
Train,Urban,2229,1,background,352284,0.3359642
Train,Urban,2229,2,building,245972,0.23457718
Train,Urban,2229,3,road,104049,0.09922886
Train,Urban,2229,5,barren,22447,0.02140713
Train,Urban,2229,6,forest,3599,0.00343227
Train,Urban,2230,1,background,240689,0.22953892
Train,Urban,2230,2,building,90679,0.08647823
Train,Urban,2230,3,road,50057,0.04773808
Train,Urban,2230,5,barren,667151,0.63624477
Train,Urban,2231,1,background,313340,0.29882431
Train,Urban,2231,2,building,322212,0.30728531
Train,Urban,2231,3,road,86336,0.08233643
Train,Urban,2231,5,barren,305728,0.29156494
Train,Urban,2231,6,forest,20960,0.01998901
Train,Urban,2232,1,background,317547,0.30283642
Train,Urban,2232,2,building,206113,0.19656467
Train,Urban,2232,4,water,52723,0.05028057
Train,Urban,2232,7,agriculture,472193,0.45031834
Train,Urban,2233,1,background,644484,0.61462784
Train,Urban,2233,2,building,64826,0.06182289
Train,Urban,2233,3,road,309078,0.29475975
Train,Urban,2233,5,barren,3158,0.0030117
Train,Urban,2233,6,forest,27030,0.02577782
Train,Urban,2234,1,background,523640,0.49938202
Train,Urban,2234,2,building,176668,0.16848373
Train,Urban,2234,3,road,131893,0.12578297
Train,Urban,2234,4,water,20212,0.01927567
Train,Urban,2234,5,barren,73747,0.07033062
Train,Urban,2234,6,forest,122416,0.116745
Train,Urban,2235,1,background,471707,0.44985485
Train,Urban,2235,2,building,395864,0.37752533
Train,Urban,2235,3,road,28593,0.02726841
Train,Urban,2235,5,barren,3478,0.00331688
Train,Urban,2235,6,forest,148934,0.14203453
Train,Urban,2236,1,background,359854,0.34318352
Train,Urban,2236,2,building,688722,0.65681648
Train,Urban,2237,1,background,884590,0.84361076
Train,Urban,2237,2,building,22545,0.02150059
Train,Urban,2237,3,road,129676,0.12366867
Train,Urban,2237,4,water,7763,0.00740337
Train,Urban,2237,5,barren,4002,0.0038166
Train,Urban,2238,1,background,299282,0.28541756
Train,Urban,2238,2,building,129600,0.12359619
Train,Urban,2238,3,road,160739,0.15329266
Train,Urban,2238,6,forest,213111,0.20323849
Train,Urban,2238,7,agriculture,245844,0.23445511
Train,Urban,2239,1,background,394706,0.37642097
Train,Urban,2239,2,building,51477,0.04909229
Train,Urban,2239,3,road,149771,0.14283276
Train,Urban,2239,4,water,143142,0.13651085
Train,Urban,2239,5,barren,28112,0.02680969
Train,Urban,2239,6,forest,281368,0.26833344
Train,Urban,2240,1,background,598372,0.57065201
Train,Urban,2240,2,building,174759,0.16666317
Train,Urban,2240,3,road,95473,0.09105015
Train,Urban,2240,6,forest,179972,0.17163467
Train,Urban,2241,1,background,84585,0.08066654
Train,Urban,2241,2,building,21595,0.0205946
Train,Urban,2241,3,road,107069,0.10210896
Train,Urban,2241,4,water,4899,0.00467205
Train,Urban,2241,5,barren,152554,0.14548683
Train,Urban,2241,6,forest,3361,0.0032053
Train,Urban,2241,7,agriculture,674513,0.64326572
Train,Urban,2242,1,background,775083,0.73917675
Train,Urban,2242,2,building,119281,0.11375523
Train,Urban,2242,5,barren,154212,0.14706802
Train,Urban,2243,1,background,424689,0.40501499
Train,Urban,2243,2,building,509875,0.48625469
Train,Urban,2243,3,road,67159,0.06404781
Train,Urban,2243,4,water,46853,0.0446825
Train,Urban,2244,1,background,545185,0.51992893
Train,Urban,2244,2,building,240817,0.22966099
Train,Urban,2244,3,road,64523,0.06153393
Train,Urban,2244,4,water,1238,0.00118065
Train,Urban,2244,5,barren,81503,0.07772732
Train,Urban,2244,6,forest,115310,0.10996819
Train,Urban,2245,1,background,111367,0.10620785
Train,Urban,2245,2,building,172120,0.16414642
Train,Urban,2245,3,road,34348,0.03275681
Train,Urban,2245,4,water,116929,0.11151218
Train,Urban,2245,6,forest,159929,0.15252018
Train,Urban,2245,7,agriculture,453883,0.43285656
Train,Urban,2246,1,background,510938,0.48726845
Train,Urban,2246,2,building,46807,0.04463863
Train,Urban,2246,3,road,155745,0.14853001
Train,Urban,2246,6,forest,335086,0.31956291
Train,Urban,2247,1,background,582991,0.55598354
Train,Urban,2247,2,building,388536,0.3705368
Train,Urban,2247,3,road,77049,0.07347965
Train,Urban,2248,1,background,805935,0.76859951
Train,Urban,2248,2,building,24498,0.02336311
Train,Urban,2248,3,road,108223,0.1032095
Train,Urban,2248,6,forest,109920,0.10482788
Train,Urban,2249,0,no-data,174308,0.16623306
Train,Urban,2249,1,background,852618,0.81311989
Train,Urban,2249,2,building,18437,0.01758289
Train,Urban,2249,6,forest,3213,0.00306416
Train,Urban,2250,1,background,535703,0.51088619
Train,Urban,2250,2,building,126724,0.12085342
Train,Urban,2250,3,road,110677,0.10554981
Train,Urban,2250,4,water,19558,0.01865196
Train,Urban,2250,6,forest,255914,0.24405861
Train,Urban,2251,0,no-data,147982,0.14112663
Train,Urban,2251,1,background,465762,0.44418526
Train,Urban,2251,2,building,123253,0.11754322
Train,Urban,2251,3,road,140712,0.13419342
Train,Urban,2251,6,forest,170867,0.16295147
Train,Urban,2252,1,background,602842,0.57491493
Train,Urban,2252,2,building,280399,0.26740932
Train,Urban,2252,3,road,32842,0.03132057
Train,Urban,2252,5,barren,119889,0.11433506
Train,Urban,2252,7,agriculture,12604,0.01202011
Train,Urban,2253,1,background,727967,0.69424343
Train,Urban,2253,2,building,29768,0.02838898
Train,Urban,2253,4,water,121799,0.11615658
Train,Urban,2253,5,barren,113794,0.10852242
Train,Urban,2253,7,agriculture,55248,0.0526886
Train,Urban,2254,0,no-data,264888,0.25261688
Train,Urban,2254,3,road,56871,0.05423641
Train,Urban,2254,5,barren,385071,0.36723232
Train,Urban,2254,6,forest,341746,0.32591438
Train,Urban,2255,1,background,417165,0.39783955
Train,Urban,2255,2,building,432423,0.41239071
Train,Urban,2255,3,road,178613,0.17033863
Train,Urban,2255,6,forest,20375,0.01943111
Train,Urban,2256,1,background,580921,0.55400944
Train,Urban,2256,2,building,378007,0.36049557
Train,Urban,2256,3,road,22896,0.02183533
Train,Urban,2256,6,forest,66752,0.06365967
Train,Urban,2257,1,background,695962,0.66372108
Train,Urban,2257,2,building,142199,0.13561153
Train,Urban,2257,3,road,86854,0.08283043
Train,Urban,2257,5,barren,82837,0.07899952
Train,Urban,2257,6,forest,40724,0.03883743
Train,Urban,2258,1,background,444134,0.42355919
Train,Urban,2258,2,building,445883,0.42522717
Train,Urban,2258,3,road,158559,0.15121365
Train,Urban,2259,1,background,401921,0.38330173
Train,Urban,2259,2,building,511690,0.48798561
Train,Urban,2259,3,road,134965,0.12871265
Train,Urban,2260,1,background,773133,0.73731709
Train,Urban,2260,2,building,54099,0.05159283
Train,Urban,2260,5,barren,22077,0.02105427
Train,Urban,2260,6,forest,89402,0.08526039
Train,Urban,2260,7,agriculture,109865,0.10477543
Train,Urban,2261,1,background,545017,0.51976871
Train,Urban,2261,2,building,272259,0.25964642
Train,Urban,2261,3,road,130839,0.12477779
Train,Urban,2261,4,water,5618,0.00535774
Train,Urban,2261,5,barren,59760,0.05699158
Train,Urban,2261,6,forest,35083,0.03345776
Train,Urban,2262,1,background,283020,0.26990891
Train,Urban,2262,2,building,408159,0.38925076
Train,Urban,2262,3,road,140679,0.13416195
Train,Urban,2262,5,barren,216718,0.20667839
Train,Urban,2263,1,background,823961,0.78579044
Train,Urban,2263,2,building,192443,0.18352795
Train,Urban,2263,3,road,32172,0.03068161
Train,Urban,2264,1,background,259020,0.24702072
Train,Urban,2264,2,building,7222,0.00688744
Train,Urban,2264,4,water,782334,0.74609184
Train,Urban,2265,1,background,263453,0.25124836
Train,Urban,2265,2,building,509130,0.4855442
Train,Urban,2265,3,road,275993,0.26320744
Train,Urban,2266,1,background,676797,0.64544392
Train,Urban,2266,2,building,81957,0.07816029
Train,Urban,2266,4,water,176921,0.16872501
Train,Urban,2266,6,forest,112901,0.10767078
Train,Urban,2267,1,background,348423,0.33228207
Train,Urban,2267,2,building,253502,0.24175835
Train,Urban,2267,3,road,13961,0.01331425
Train,Urban,2267,5,barren,204841,0.1953516
Train,Urban,2267,6,forest,227849,0.21729374
Train,Urban,2268,1,background,529037,0.504529
Train,Urban,2268,2,building,238053,0.22702503
Train,Urban,2268,3,road,92107,0.08784008
Train,Urban,2268,5,barren,1657,0.00158024
Train,Urban,2268,6,forest,187722,0.17902565
Train,Urban,2269,1,background,618815,0.59014797
Train,Urban,2269,2,building,169339,0.16149426
Train,Urban,2269,3,road,66849,0.06375217
Train,Urban,2269,4,water,48499,0.04625225
Train,Urban,2269,5,barren,21275,0.02028942
Train,Urban,2269,6,forest,123799,0.11806393
Train,Urban,2270,1,background,614667,0.58619213
Train,Urban,2270,2,building,238924,0.22785568
Train,Urban,2270,3,road,194985,0.18595219
Train,Urban,2271,1,background,622091,0.59327221
Train,Urban,2271,2,building,270476,0.25794601
Train,Urban,2271,3,road,69697,0.06646824
Train,Urban,2271,4,water,7776,0.00741577
Train,Urban,2271,5,barren,6805,0.00648975
Train,Urban,2271,6,forest,71731,0.06840801
Train,Urban,2272,4,water,1048576,1.0
Train,Urban,2273,0,no-data,49351,0.04706478
Train,Urban,2273,1,background,30392,0.02898407
Train,Urban,2273,3,road,204485,0.19501209
Train,Urban,2273,4,water,77243,0.07366467
Train,Urban,2273,6,forest,687105,0.65527439
Train,Urban,2274,1,background,911913,0.86966801
Train,Urban,2274,2,building,56964,0.0543251
Train,Urban,2274,4,water,34986,0.03336525
Train,Urban,2274,5,barren,40059,0.03820324
Train,Urban,2274,7,agriculture,4654,0.0044384
Train,Urban,2275,0,no-data,90,8.583e-05
Train,Urban,2275,1,background,579277,0.5524416
