split,domain,sample_id,total_pixels,present_class_count,dominant_class_id,dominant_class_name,dominant_ratio,boundary_density,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,ratio_0,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7
Train,Urban,2271,1048576,6,1,background,0.59327221,0.01598011,0,622091,270476,69697,7776,6805,71731,0,0.00000000,0.59327221,0.25794601,0.06646824,0.00741577,0.00648975,0.06840801,0.00000000
Train,Urban,2272,1048576,1,4,water,1.00000000,0.00000000,0,0,0,0,1048576,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2273,1048576,5,6,forest,0.65527439,0.00447710,49351,30392,0,204485,77243,0,687105,0,0.04706478,0.02898407,0.00000000,0.19501209,0.07366467,0.00000000,0.65527439,0.00000000
Train,Urban,2274,1048576,5,1,background,0.86966801,0.00424800,0,911913,56964,0,34986,40059,0,4654,0.00000000,0.86966801,0.05432510,0.00000000,0.03336525,0.03820324,0.00000000,0.00443840
Train,Urban,2275,1048576,5,1,background,0.55244160,0.01010308,90,579277,59745,123191,0,0,286273,0,0.00008583,0.55244160,0.05697727,0.11748409,0.00000000,0.00000000,0.27301121,0.00000000
Train,Urban,2277,1048576,4,1,background,0.63944721,0.00882916,0,670509,299005,42801,0,0,0,36261,0.00000000,0.63944721,0.28515339,0.04081821,0.00000000,0.00000000,0.00000000,0.03458118
Train,Urban,2279,1048576,4,1,background,0.73466015,0.00511526,0,770347,150782,16745,0,0,110702,0,0.00000000,0.73466015,0.14379692,0.01596928,0.00000000,0.00000000,0.10557365,0.00000000
Train,Urban,2281,1048576,3,1,background,0.69187450,0.00647891,0,725483,174613,148480,0,0,0,0,0.00000000,0.69187450,0.16652393,0.14160156,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2282,1048576,5,1,background,0.47785282,0.00938856,0,501065,329050,93715,0,115319,9427,0,0.00000000,0.47785282,0.31380653,0.08937359,0.00000000,0.10997677,0.00899029,0.00000000
Train,Urban,2283,1048576,5,1,background,0.54850101,0.01316546,0,575145,360366,73561,0,13267,26237,0,0.00000000,0.54850101,0.34367180,0.07015324,0.00000000,0.01265240,0.02502155,0.00000000
Train,Urban,2284,1048576,5,1,background,0.60162354,0.00687221,0,630848,208517,39202,0,157536,12473,0,0.00000000,0.60162354,0.19885731,0.03738594,0.00000000,0.15023804,0.01189518,0.00000000
Train,Urban,2285,1048576,8,1,background,0.42712212,0.01206861,60418,447870,232085,103770,6700,113886,38966,44881,0.05761909,0.42712212,0.22133350,0.09896278,0.00638962,0.10861015,0.03716087,0.04280186
Train,Urban,2286,1048576,5,6,forest,0.68579292,0.00309340,0,110507,53180,155533,10250,0,719106,0,0.00000000,0.10538769,0.05071640,0.14832783,0.00977516,0.00000000,0.68579292,0.00000000
Train,Urban,2287,1048576,4,5,barren,0.42832184,0.00832512,0,77153,329640,192655,0,449128,0,0,0.00000000,0.07357883,0.31436920,0.18373013,0.00000000,0.42832184,0.00000000,0.00000000
Train,Urban,2288,1048576,6,1,background,0.47491837,0.01464128,0,497988,414438,44751,16789,30061,44549,0,0.00000000,0.47491837,0.39523888,0.04267788,0.01601124,0.02866840,0.04248524,0.00000000
Train,Urban,2289,1048576,6,1,background,0.48537731,0.01551379,0,508955,227065,67906,17475,73039,154136,0,0.00000000,0.48537731,0.21654606,0.06476021,0.01666546,0.06965542,0.14699554,0.00000000
Train,Urban,2290,1048576,4,1,background,0.71974945,0.00665981,0,754712,8814,275435,9615,0,0,0,0.00000000,0.71974945,0.00840569,0.26267529,0.00916958,0.00000000,0.00000000,0.00000000
Train,Urban,2291,1048576,4,2,building,0.44745445,0.01289339,0,379900,469190,135176,0,64310,0,0,0.00000000,0.36230087,0.44745445,0.12891388,0.00000000,0.06133080,0.00000000,0.00000000
Train,Urban,2292,1048576,5,1,background,0.64304638,0.00895994,0,674283,133886,62713,12997,0,164697,0,0.00000000,0.64304638,0.12768364,0.05980778,0.01239491,0.00000000,0.15706730,0.00000000
Train,Urban,2294,1048576,3,1,background,0.63440037,0.00980524,0,665217,333317,50042,0,0,0,0,0.00000000,0.63440037,0.31787586,0.04772377,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2295,1048576,7,1,background,0.54665756,0.00545987,89787,573212,34611,181152,21904,143226,4684,0,0.08562756,0.54665756,0.03300762,0.17276001,0.02088928,0.13659096,0.00446701,0.00000000
Train,Urban,2296,1048576,5,1,background,0.30261993,0.01065341,0,317320,206782,224803,0,236350,63321,0,0.00000000,0.30261993,0.19720268,0.21438885,0.00000000,0.22540092,0.06038761,0.00000000
Train,Urban,2297,1048576,6,6,forest,0.33283424,0.00631043,0,321277,16858,0,9152,53332,349002,298955,0.00000000,0.30639362,0.01607704,0.00000000,0.00872803,0.05086136,0.33283424,0.28510571
Train,Urban,2300,1048576,5,3,road,0.64246750,0.00535773,0,297864,57189,673676,0,0,8665,11182,0.00000000,0.28406525,0.05453968,0.64246750,0.00000000,0.00000000,0.00826359,0.01066399
Train,Urban,2303,1048576,4,1,background,0.68085957,0.00438880,0,713933,0,110201,0,4045,220397,0,0.00000000,0.68085957,0.00000000,0.10509586,0.00000000,0.00385761,0.21018696,0.00000000
Train,Urban,2304,1048576,4,6,forest,0.51538467,0.00938903,0,151707,10984,345465,0,0,540420,0,0.00000000,0.14467907,0.01047516,0.32946110,0.00000000,0.00000000,0.51538467,0.00000000
Train,Urban,2305,1048576,4,1,background,0.74440575,0.00869933,0,780566,143406,95192,0,0,29412,0,0.00000000,0.74440575,0.13676262,0.09078217,0.00000000,0.00000000,0.02804947,0.00000000
Train,Urban,2306,1048576,3,1,background,0.54887867,0.00972840,0,575541,320607,152428,0,0,0,0,0.00000000,0.54887867,0.30575466,0.14536667,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2307,1048576,6,6,forest,0.61762619,0.00516538,0,24266,37791,37600,299249,0,647628,2042,0.00000000,0.02314186,0.03604031,0.03585815,0.28538609,0.00000000,0.61762619,0.00194740
Train,Urban,2308,1048576,2,2,building,0.52831459,0.00627749,0,494598,553978,0,0,0,0,0,0.00000000,0.47168541,0.52831459,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2309,1048576,4,1,background,0.46928024,0.01157413,0,492076,145470,22046,0,0,388984,0,0.00000000,0.46928024,0.13873100,0.02102470,0.00000000,0.00000000,0.37096405,0.00000000
Train,Urban,2310,1048576,5,1,background,0.52565575,0.01132688,0,551190,383158,11186,0,5708,97334,0,0.00000000,0.52565575,0.36540794,0.01066780,0.00000000,0.00544357,0.09282494,0.00000000
Train,Urban,2311,1048576,6,6,forest,0.32183552,0.00611664,0,300200,73268,6217,0,139840,337469,191582,0.00000000,0.28629303,0.06987381,0.00592899,0.00000000,0.13336182,0.32183552,0.18270683
Train,Urban,2313,1048576,7,1,background,0.67890835,0.00880434,0,711887,107299,49967,10968,14806,119671,33978,0.00000000,0.67890835,0.10232830,0.04765224,0.01045990,0.01412010,0.11412716,0.03240395
Train,Urban,2314,1048576,4,1,background,0.86096287,0.00227005,0,902785,25485,0,0,28574,91732,0,0.00000000,0.86096287,0.02430439,0.00000000,0.00000000,0.02725029,0.08748245,0.00000000
Train,Urban,2315,1048576,5,6,forest,0.49331760,0.00935228,0,284580,19775,120694,106246,0,517281,0,0.00000000,0.27139664,0.01885891,0.11510277,0.10132408,0.00000000,0.49331760,0.00000000
Train,Urban,2317,1048576,5,1,background,0.65112019,0.00770893,0,682749,30907,119046,0,142446,73428,0,0.00000000,0.65112019,0.02947521,0.11353111,0.00000000,0.13584709,0.07002640,0.00000000
Train,Urban,2318,1048576,6,1,background,0.45050812,0.01101234,0,472392,238087,52644,0,21846,214113,49494,0.00000000,0.45050812,0.22705746,0.05020523,0.00000000,0.02083397,0.20419407,0.04720116
Train,Urban,2319,1048576,5,5,barren,0.43359756,0.00913797,0,274529,172287,98575,0,454660,48525,0,0.00000000,0.26181126,0.16430569,0.09400845,0.00000000,0.43359756,0.04627705,0.00000000
Train,Urban,2321,1048576,4,2,building,0.42064095,0.01282228,0,318244,441074,200871,0,88387,0,0,0.00000000,0.30350113,0.42064095,0.19156551,0.00000000,0.08429241,0.00000000,0.00000000
Train,Urban,2322,1048576,5,1,background,0.60245228,0.01284948,0,631717,136531,215337,0,18984,46007,0,0.00000000,0.60245228,0.13020611,0.20536137,0.00000000,0.01810455,0.04387569,0.00000000
Train,Urban,2323,1048576,4,1,background,0.55046177,0.00914084,0,577201,288672,89584,0,0,93119,0,0.00000000,0.55046177,0.27529907,0.08543396,0.00000000,0.00000000,0.08880520,0.00000000
Train,Urban,2324,1048576,6,1,background,0.57232475,0.01179273,0,600126,161574,67799,62157,0,114872,42048,0.00000000,0.57232475,0.15408897,0.06465816,0.05927753,0.00000000,0.10955048,0.04010010
Train,Urban,2325,1048576,4,1,background,0.48420620,0.01030880,0,507727,358885,143979,0,37985,0,0,0.00000000,0.48420620,0.34225941,0.13730907,0.00000000,0.03622532,0.00000000,0.00000000
Train,Urban,2326,1048576,7,1,background,0.49386978,0.01130206,0,517860,131072,138604,6103,180385,74516,36,0.00000000,0.49386978,0.12500000,0.13218307,0.00582027,0.17202854,0.07106400,0.00003433
Train,Urban,2327,1048576,3,1,background,0.63834476,0.00994700,0,669353,113042,266181,0,0,0,0,0.00000000,0.63834476,0.10780525,0.25384998,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2329,1048576,5,5,barren,0.47154427,0.00721396,0,244505,183936,115524,0,494450,10161,0,0.00000000,0.23317814,0.17541504,0.11017227,0.00000000,0.47154427,0.00969028,0.00000000
Train,Urban,2330,1048576,5,1,background,0.58341026,0.00939428,0,611750,346366,40256,28327,0,0,21877,0.00000000,0.58341026,0.33032036,0.03839111,0.02701473,0.00000000,0.00000000,0.02086353
Train,Urban,2331,1048576,3,1,background,0.71411896,0.00544555,0,748808,292779,0,0,0,6989,0,0.00000000,0.71411896,0.27921581,0.00000000,0.00000000,0.00000000,0.00666523,0.00000000
Train,Urban,2332,1048576,6,1,background,0.61079502,0.01059375,0,640465,89874,68936,148495,60689,40117,0,0.00000000,0.61079502,0.08571053,0.06574249,0.14161587,0.05787754,0.03825855,0.00000000
Train,Urban,2333,1048576,5,1,background,0.60861301,0.00864969,0,638177,243056,54930,0,102775,9638,0,0.00000000,0.60861301,0.23179626,0.05238533,0.00000000,0.09801388,0.00919151,0.00000000
Train,Urban,2334,1048576,5,1,background,0.52034092,0.01770795,0,545617,227512,50403,0,5150,219894,0,0.00000000,0.52034092,0.21697235,0.04806805,0.00000000,0.00491142,0.20970726,0.00000000
Train,Urban,2335,1048576,5,5,barren,0.29455376,0.01133404,0,254334,84258,110258,0,308862,290864,0,0.00000000,0.24255180,0.08035469,0.10515022,0.00000000,0.29455376,0.27738953,0.00000000
Train,Urban,2338,1048576,5,2,building,0.58561516,0.00363896,0,221555,614062,0,7492,202673,2794,0,0.00000000,0.21129131,0.58561516,0.00000000,0.00714493,0.19328403,0.00266457,0.00000000
Train,Urban,2339,1048576,4,1,background,0.57427979,0.01213544,0,602176,277697,67723,0,0,100980,0,0.00000000,0.57427979,0.26483250,0.06458569,0.00000000,0.00000000,0.09630203,0.00000000
Train,Urban,2340,1048576,3,2,building,0.51656818,0.01041333,0,370795,541661,136120,0,0,0,0,0.00000000,0.35361767,0.51656818,0.12981415,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2341,1048576,4,1,background,0.58562851,0.00651901,0,614076,295030,136966,0,0,2504,0,0.00000000,0.58562851,0.28136253,0.13062096,0.00000000,0.00000000,0.00238800,0.00000000
Train,Urban,2342,1048576,3,4,water,0.95605469,0.00065056,0,31787,0,14293,1002496,0,0,0,0.00000000,0.03031445,0.00000000,0.01363087,0.95605469,0.00000000,0.00000000,0.00000000
Train,Urban,2343,1048576,5,1,background,0.45340538,0.00852989,0,475430,287139,121733,0,155492,8782,0,0.00000000,0.45340538,0.27383709,0.11609364,0.00000000,0.14828873,0.00837517,0.00000000
Train,Urban,2345,1048576,6,1,background,0.52555084,0.00651519,0,551080,9754,168246,179078,10258,130160,0,0.00000000,0.52555084,0.00930214,0.16045189,0.17078209,0.00978279,0.12413025,0.00000000
Train,Urban,2346,1048576,5,1,background,0.50293255,0.01320937,0,527363,159374,170387,0,160450,31002,0,0.00000000,0.50293255,0.15199089,0.16249371,0.00000000,0.15301704,0.02956581,0.00000000
Train,Urban,2347,1048576,4,1,background,0.53137207,0.00869503,0,557184,205627,189258,0,0,96507,0,0.00000000,0.53137207,0.19610119,0.18049049,0.00000000,0.00000000,0.09203625,0.00000000
Train,Urban,2348,1048576,4,1,background,0.61753464,0.00836856,0,647532,314785,53424,0,0,32835,0,0.00000000,0.61753464,0.30020237,0.05094910,0.00000000,0.00000000,0.03131390,0.00000000
Train,Urban,2351,1048576,4,1,background,0.33588219,0.00962052,0,352198,276579,99799,0,0,320000,0,0.00000000,0.33588219,0.26376629,0.09517574,0.00000000,0.00000000,0.30517578,0.00000000
Train,Urban,2352,1048576,3,2,building,0.58017159,0.00770988,0,436363,608354,3859,0,0,0,0,0.00000000,0.41614819,0.58017159,0.00368023,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2353,1048576,4,1,background,0.53306866,0.00821439,28351,558963,145114,316148,0,0,0,0,0.02703762,0.53306866,0.13839149,0.30150223,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2354,1048576,4,1,background,0.52286339,0.01506846,0,548262,190509,48591,0,0,261214,0,0.00000000,0.52286339,0.18168354,0.04633999,0.00000000,0.00000000,0.24911308,0.00000000
Train,Urban,2355,1048576,4,1,background,0.47298717,0.01068921,0,495963,369892,145522,37199,0,0,0,0.00000000,0.47298717,0.35275650,0.13878059,0.03547573,0.00000000,0.00000000,0.00000000
Train,Urban,2356,1048576,6,1,background,0.39465427,0.01198174,0,413825,231057,249376,16446,0,16713,121159,0.00000000,0.39465427,0.22035313,0.23782349,0.01568413,0.00000000,0.01593876,0.11554623
Train,Urban,2357,1048576,4,5,barren,0.68070412,0.00486658,0,219258,90119,25429,0,713770,0,0,0.00000000,0.20910072,0.08594418,0.02425098,0.00000000,0.68070412,0.00000000,0.00000000
Train,Urban,2358,1048576,7,1,background,0.48917580,0.01234545,0,512938,273873,36973,71668,56498,73788,22838,0.00000000,0.48917580,0.26118565,0.03526020,0.06834793,0.05388069,0.07036972,0.02178001
Train,Urban,2359,1048576,5,1,background,0.48750877,0.01343275,0,511190,306187,12585,0,174,218440,0,0.00000000,0.48750877,0.29200268,0.01200199,0.00000000,0.00016594,0.20832062,0.00000000
Train,Urban,2360,1048576,5,2,building,0.46279621,0.01409286,0,466557,485277,26249,0,44603,25890,0,0.00000000,0.44494343,0.46279621,0.02503300,0.00000000,0.04253674,0.02469063,0.00000000
Train,Urban,2362,1048576,5,1,background,0.58784485,0.00489331,0,616400,190010,205132,0,12232,24802,0,0.00000000,0.58784485,0.18120766,0.19562912,0.00000000,0.01166534,0.02365303,0.00000000
Train,Urban,2363,1048576,6,1,background,0.68806267,0.00968448,0,721486,49297,30890,86551,17010,0,143342,0.00000000,0.68806267,0.04701328,0.02945900,0.08254147,0.01622200,0.00000000,0.13670158
Train,Urban,2364,1048576,4,1,background,0.67780304,0.00916947,0,710728,287679,49133,0,0,1036,0,0.00000000,0.67780304,0.27435207,0.04685688,0.00000000,0.00000000,0.00098801,0.00000000
Train,Urban,2365,1048576,5,2,building,0.47610092,0.01369574,0,433232,499228,64377,0,32645,19094,0,0.00000000,0.41316223,0.47610092,0.06139469,0.00000000,0.03113270,0.01820946,0.00000000
Train,Urban,2366,1048576,7,7,agriculture,0.51159668,0.00535868,0,394343,13110,32753,12058,47277,12587,536448,0.00000000,0.37607479,0.01250267,0.03123569,0.01149940,0.04508686,0.01200390,0.51159668
Train,Urban,2367,1048576,6,1,background,0.35186768,0.00813850,0,368960,275792,77804,0,307509,15037,3474,0.00000000,0.35186768,0.26301575,0.07419968,0.00000000,0.29326344,0.01434040,0.00331306
Train,Urban,2368,1048576,3,1,background,0.42823410,0.00673475,0,449036,187119,412421,0,0,0,0,0.00000000,0.42823410,0.17845058,0.39331532,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2369,1048576,5,1,background,0.61228466,0.01074457,0,642027,206915,131871,0,28516,39247,0,0.00000000,0.61228466,0.19732952,0.12576199,0.00000000,0.02719498,0.03742886,0.00000000
Train,Urban,2371,1048576,5,1,background,0.47126293,0.01114837,0,494155,11517,236505,0,1885,304514,0,0.00000000,0.47126293,0.01098347,0.22554874,0.00000000,0.00179768,0.29040718,0.00000000
Train,Urban,2372,1048576,4,1,background,0.73204041,0.00543839,0,767600,19671,111316,0,0,149989,0,0.00000000,0.73204041,0.01875973,0.10615921,0.00000000,0.00000000,0.14304066,0.00000000
Train,Urban,2373,1048576,3,2,building,0.63780785,0.00582740,0,330334,668790,49452,0,0,0,0,0.00000000,0.31503105,0.63780785,0.04716110,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2374,1048576,7,1,background,0.44169235,0.01247623,0,463148,443201,94314,5482,33865,6471,2095,0.00000000,0.44169235,0.42266941,0.08994484,0.00522804,0.03229618,0.00617123,0.00199795
Train,Urban,2375,1048576,5,1,background,0.45603085,0.01057227,0,478183,168585,35685,0,296938,69185,0,0.00000000,0.45603085,0.16077518,0.03403187,0.00000000,0.28318214,0.06597996,0.00000000
Train,Urban,2376,1048576,4,1,background,0.55399895,0.00451863,0,580910,272903,154272,0,0,40491,0,0.00000000,0.55399895,0.26026058,0.14712524,0.00000000,0.00000000,0.03861523,0.00000000
Train,Urban,2378,1048576,4,1,background,0.78399181,0.00410194,0,822075,144157,43128,0,0,39216,0,0.00000000,0.78399181,0.13747883,0.04113007,0.00000000,0.00000000,0.03739929,0.00000000
Train,Urban,2381,1048576,4,1,background,0.75596809,0.00529998,0,792690,42093,113804,0,0,99989,0,0.00000000,0.75596809,0.04014301,0.10853195,0.00000000,0.00000000,0.09535694,0.00000000
Train,Urban,2383,1048576,4,3,road,0.54496861,0.00344661,0,395214,69718,571441,0,0,0,12203,0.00000000,0.37690544,0.06648827,0.54496861,0.00000000,0.00000000,0.00000000,0.01163769
Train,Urban,2384,1048576,3,2,building,0.61107922,0.01008590,0,317161,640763,90652,0,0,0,0,0.00000000,0.30246830,0.61107922,0.08645248,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2385,1048576,5,2,building,0.37398148,0.01055270,0,112878,392148,100064,0,140750,302736,0,0.00000000,0.10764885,0.37398148,0.09542847,0.00000000,0.13422966,0.28871155,0.00000000
Train,Urban,2386,1048576,4,1,background,0.46248817,0.01202947,0,484954,374326,114873,74423,0,0,0,0.00000000,0.46248817,0.35698509,0.10955143,0.07097530,0.00000000,0.00000000,0.00000000
Train,Urban,2388,1048576,5,3,road,0.47382832,0.00575055,0,383552,34144,496845,0,102036,31999,0,0.00000000,0.36578369,0.03256226,0.47382832,0.00000000,0.09730911,0.03051662,0.00000000
Train,Urban,2389,1048576,5,1,background,0.52224827,0.01340984,0,547617,283080,73729,0,6438,137712,0,0.00000000,0.52224827,0.26996613,0.07031345,0.00000000,0.00613976,0.13133240,0.00000000
Train,Urban,2390,1048576,5,1,background,0.64531422,0.00935705,0,676661,145206,194293,0,720,31696,0,0.00000000,0.64531422,0.13847923,0.18529224,0.00000000,0.00068665,0.03022766,0.00000000
Train,Urban,2391,1048576,6,1,background,0.58949947,0.00727887,0,618135,293540,0,17443,8111,30,111317,0.00000000,0.58949947,0.27994156,0.00000000,0.01663494,0.00773525,0.00002861,0.10616016
Train,Urban,2392,1048576,4,1,background,0.44118309,0.00954368,0,462614,389080,0,0,81480,115402,0,0.00000000,0.44118309,0.37105560,0.00000000,0.00000000,0.07770538,0.11005592,0.00000000
Train,Urban,2393,1048576,4,1,background,0.96134377,0.00096702,0,1008042,3219,0,0,23164,14151,0,0.00000000,0.96134377,0.00306988,0.00000000,0.00000000,0.02209091,0.01349545,0.00000000
Train,Urban,2394,1048576,6,1,background,0.78716850,0.00455538,0,825406,64272,102989,0,36607,12605,6697,0.00000000,0.78716850,0.06129456,0.09821796,0.00000000,0.03491116,0.01202106,0.00638676
Train,Urban,2395,1048576,6,1,background,0.59383297,0.01290914,0,622679,250409,13195,4949,5099,152245,0,0.00000000,0.59383297,0.23880863,0.01258373,0.00471973,0.00486279,0.14519215,0.00000000
Train,Urban,2396,1048576,3,2,building,0.45107365,0.01313443,0,470220,472985,105371,0,0,0,0,0.00000000,0.44843674,0.45107365,0.10048962,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2397,1048576,4,1,background,0.75319672,0.00185098,0,789784,4004,0,22504,0,232284,0,0.00000000,0.75319672,0.00381851,0.00000000,0.02146149,0.00000000,0.22152328,0.00000000
Train,Urban,2398,1048576,5,1,background,0.55737305,0.00507564,0,584448,86531,0,0,286069,4989,86539,0.00000000,0.55737305,0.08252239,0.00000000,0.00000000,0.27281666,0.00475788,0.08253002
Train,Urban,2399,1048576,3,2,building,0.51287460,0.00860339,0,338996,537788,171792,0,0,0,0,0.00000000,0.32329178,0.51287460,0.16383362,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2401,1048576,5,1,background,0.58754730,0.00894084,0,616088,306286,58536,0,65862,1804,0,0.00000000,0.58754730,0.29209709,0.05582428,0.00000000,0.06281090,0.00172043,0.00000000
Train,Urban,2403,1048576,4,6,forest,0.70150948,0.00277075,0,6885,0,75163,0,230942,735586,0,0.00000000,0.00656605,0.00000000,0.07168102,0.00000000,0.22024345,0.70150948,0.00000000
Train,Urban,2404,1048576,5,6,forest,0.43792725,0.00932078,0,343729,78164,129692,0,37791,459200,0,0.00000000,0.32780552,0.07454300,0.12368393,0.00000000,0.03604031,0.43792725,0.00000000
Train,Urban,2405,1048576,5,1,background,0.67136002,0.00252541,0,703972,17005,0,2745,306725,18129,0,0.00000000,0.67136002,0.01621723,0.00000000,0.00261784,0.29251575,0.01728916,0.00000000
Train,Urban,2406,1048576,4,1,background,0.54911995,0.00447663,0,575794,146069,170141,0,156572,0,0,0.00000000,0.54911995,0.13930225,0.16225910,0.00000000,0.14931870,0.00000000,0.00000000
Train,Urban,2407,1048576,5,1,background,0.61216545,0.00794996,0,641902,166128,68975,51211,0,120360,0,0.00000000,0.61216545,0.15843201,0.06577969,0.04883862,0.00000000,0.11478424,0.00000000
Train,Urban,2408,1048576,3,2,building,0.55166531,0.00855041,0,422166,578463,47947,0,0,0,0,0.00000000,0.40260887,0.55166531,0.04572582,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2409,1048576,6,1,background,0.44790840,0.01375493,0,469666,277994,63510,2672,63952,170782,0,0.00000000,0.44790840,0.26511574,0.06056786,0.00254822,0.06098938,0.16287041,0.00000000
Train,Urban,2411,1048576,4,1,background,0.84820271,0.00508996,0,889405,88410,64191,0,0,6570,0,0.00000000,0.84820271,0.08431435,0.06121731,0.00000000,0.00000000,0.00626564,0.00000000
Train,Urban,2412,1048576,4,1,background,0.65980053,0.00441219,0,691851,10205,304912,0,0,41608,0,0.00000000,0.65980053,0.00973225,0.29078674,0.00000000,0.00000000,0.03968048,0.00000000
Train,Urban,2413,1048576,4,1,background,0.37371254,0.00926064,0,391866,128180,292912,0,235618,0,0,0.00000000,0.37371254,0.12224197,0.27934265,0.00000000,0.22470284,0.00000000,0.00000000
Train,Urban,2414,1048576,4,1,background,0.58776665,0.00884682,0,616318,347267,49464,0,0,35527,0,0.00000000,0.58776665,0.33117962,0.04717255,0.00000000,0.00000000,0.03388119,0.00000000
Train,Urban,2415,1048576,5,1,background,0.36170864,0.01120756,0,379279,204517,6101,290351,0,168328,0,0.00000000,0.36170864,0.19504261,0.00581837,0.27690029,0.00000000,0.16053009,0.00000000
Train,Urban,2416,1048576,6,5,barren,0.38386822,0.00624551,0,318427,212992,100239,0,402515,14173,230,0.00000000,0.30367565,0.20312500,0.09559536,0.00000000,0.38386822,0.01351643,0.00021935
Train,Urban,2417,1048576,3,2,building,0.63687611,0.00556392,0,319633,667813,61130,0,0,0,0,0.00000000,0.30482578,0.63687611,0.05829811,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2418,1048576,4,1,background,0.72409821,0.00611712,0,759272,282811,5706,0,787,0,0,0.00000000,0.72409821,0.26970959,0.00544167,0.00000000,0.00075054,0.00000000,0.00000000
Train,Urban,2419,1048576,7,1,background,0.49579430,0.01224474,0,519878,181938,107694,32302,125738,77636,3390,0.00000000,0.49579430,0.17350960,0.10270500,0.03080559,0.11991310,0.07403946,0.00323296
Train,Urban,2420,1048576,5,2,building,0.43632126,0.01041619,0,413733,457516,0,56629,0,25116,95582,0.00000000,0.39456654,0.43632126,0.00000000,0.05400562,0.00000000,0.02395248,0.09115410
Train,Urban,2421,1048576,7,1,background,0.59682560,0.00649657,0,625817,57225,90371,31751,154523,78092,10797,0.00000000,0.59682560,0.05457401,0.08618450,0.03028011,0.14736462,0.07447433,0.01029682
Train,Urban,2422,1048576,4,1,background,0.53503513,0.00926159,0,561025,173953,28608,0,0,284990,0,0.00000000,0.53503513,0.16589451,0.02728271,0.00000000,0.00000000,0.27178764,0.00000000
Train,Urban,2423,1048576,4,6,forest,0.56948948,0.01095363,0,252730,185313,13380,0,0,597153,0,0.00000000,0.24102211,0.17672825,0.01276016,0.00000000,0.00000000,0.56948948,0.00000000
Train,Urban,2425,1048576,6,1,background,0.40888405,0.01122140,0,428746,106956,254065,1502,22626,234681,0,0.00000000,0.40888405,0.10200119,0.24229527,0.00143242,0.02157784,0.22380924,0.00000000
Train,Urban,2426,1048576,4,1,background,0.72375584,0.00856091,0,758913,210260,45290,0,0,34113,0,0.00000000,0.72375584,0.20051956,0.04319191,0.00000000,0.00000000,0.03253269,0.00000000
Train,Urban,2427,1048576,5,1,background,0.56021309,0.00363562,0,587426,89607,85204,0,286034,305,0,0.00000000,0.56021309,0.08545589,0.08125687,0.00000000,0.27278328,0.00029087,0.00000000
Train,Urban,2428,1048576,6,1,background,0.56907940,0.00928021,0,596723,321098,108464,10524,0,9866,1901,0.00000000,0.56907940,0.30622292,0.10343933,0.01003647,0.00000000,0.00940895,0.00181293
Train,Urban,2429,1048576,3,1,background,0.67670250,0.00987254,0,709574,291007,47995,0,0,0,0,0.00000000,0.67670250,0.27752590,0.04577160,0.00000000,0.00000000,0.00000000,0.00000000
Train,Urban,2430,1048576,5,1,background,0.39905453,0.00853466,0,418439,314649,207882,0,13511,94095,0,0.00000000,0.39905453,0.30007267,0.19825172,0.00000000,0.01288509,0.08973598,0.00000000
Train,Urban,2431,1048576,5,1,background,0.44625759,0.01359932,0,467935,456777,25073,0,34418,64373,0,0.00000000,0.44625759,0.43561649,0.02391148,0.00000000,0.03282356,0.06139088,0.00000000
Train,Urban,2432,1048576,5,1,background,0.43232536,0.00523697,0,453326,387985,89185,0,107699,10381,0,0.00000000,0.43232536,0.37001133,0.08505344,0.00000000,0.10270977,0.00990009,0.00000000
Train,Urban,2433,1048576,6,1,background,0.55021381,0.01450286,0,576941,252033,22487,69846,0,113769,13500,0.00000000,0.55021381,0.24035740,0.02144527,0.06661034,0.00000000,0.10849857,0.01287460
Train,Urban,2434,1048576,5,1,background,0.52406311,0.00882056,0,549520,82610,217082,0,136681,62683,0,0.00000000,0.52406311,0.07878304,0.20702553,0.00000000,0.13034916,0.05977917,0.00000000
Train,Urban,2436,1048576,4,1,background,0.58065891,0.00795712,0,608865,148261,200306,0,0,91144,0,0.00000000,0.58065891,0.14139271,0.19102669,0.00000000,0.00000000,0.08692169,0.00000000
