split,domain,sample_id,image_path,mask_path,has_mask,width,height,pixel_count,aspect_ratio,mean_r,mean_g,mean_b,std_r,std_g,std_b,min_r,min_g,min_b,max_r,max_g,max_b,split_domain,brightness_mean,brightness_std,rg_gap,gb_gap,rb_gap,z_mean_r,z_mean_g,z_mean_b,z_std_r,z_std_g,z_std_b,z_brightness_mean,z_brightness_std,z_rg_gap,z_gb_gap,z_rb_gap,rgb_outlier_score
Train,Rural,18,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/18.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/18.png,True,1024,1024,1048576,1.0,61.787685,66.821121,66.427765,50.026817,51.182503,51.409512,0,0,0,255,255,255,Train-Rural,65.01219033333334,50.872944,-5.033436000000002,0.39335600000001136,-4.64007999999999,-0.7183633407716102,-0.9700660865224034,-0.6215822592953046,1.3030021674031316,2.3846174479245947,2.463702523684939,-0.7859384704500882,2.0555408511314974,0.27936957550855895,-0.8981706877118335,-0.5522055010172622,4.61845429580216
Train,Urban,2344,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/2344.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/2344.png,True,1024,1024,1048576,1.0,62.685703,65.065918,62.32209,51.781628,50.871372,48.764557,0,0,0,255,255,255,Train-Urban,63.357903666666665,50.472519,-2.3802149999999997,2.7438279999999935,0.36361299999999375,-0.8249804246198198,-1.0267604781841762,-1.0770976779836585,1.7439866362070746,2.079771310408481,2.0775860796206795,-0.9821206939106505,2.0016287509575643,0.8027018132367768,0.4765382275074979,0.9495105169866922,4.617611830456388
Val,Urban,3745,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/images_png/3745.png,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/masks_png/3745.png,True,1024,1024,1048576,1.0,54.719444,58.9468,57.568565,42.240059,43.178581,42.836891,0,0,0,255,255,255,Val-Urban,57.07826966666667,42.75184366666667,-4.227356,1.3782350000000037,-2.8491209999999967,-1.703765511607621,-1.8900627820297309,-1.7706492392777518,0.9716548847355901,1.418243978321421,1.4253739651402926,-1.7985497699289157,1.2908609481847124,0.9349228734269268,-0.93696817247579,0.24280497419339261,4.616234478244136
Train,Urban,1489,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1489.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1489.png,True,1024,1024,1048576,1.0,64.457108,75.417107,79.186829,35.682312,31.89723,29.413935,0,12,2,255,255,255,Train-Urban,73.020348,32.331159,-10.959998999999996,-3.7697220000000016,-14.729720999999998,-0.7026969782450061,-0.2725035403182578,0.10406033530008955,-0.24148929719441653,-0.3466348280688893,-0.5158529706687429,-0.2948043796365864,-0.3713939239858024,-2.4151809070008396,-1.9333508038117615,-3.2308532644845442,4.610601574408581
Train,Rural,536,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/536.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/536.png,True,1024,1024,1048576,1.0,73.083603,89.524544,66.132172,53.969921,36.335468,36.217201,0,0,0,255,255,255,Train-Rural,76.246773,42.17419666666667,-16.44094100000001,23.39237200000001,6.9514309999999995,-0.02744114470108528,0.698913463598645,-0.6440844736716282,1.690747479884441,0.5418789542264816,0.728428644930587,0.014196686803754186,1.06278502141694,-1.9163407296454118,3.2079707033762963,1.2360830558182982,4.60521429274854
Train,Rural,256,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/256.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/256.png,True,1024,1024,1048576,1.0,50.083942,54.246559,52.100113,46.071812,46.795521,44.425335,0,0,0,255,255,255,Train-Rural,52.143538,45.76422266666666,-4.162616999999997,2.1464459999999974,-2.016171,-1.4342304191095587,-1.894450344778493,-1.7122843287399971,0.9140865695416139,1.840127547916901,1.6659660955209197,-1.70245325910594,1.4725013982416373,0.44698433896681594,-0.5851818445672993,-0.14740008446045388,4.604944120147291
Test,Urban,5506,/mnt/e/Computer Vision/data/LoveDA/Test/Urban/images_png/5506.png,,False,1024,1024,1048576,1.0,87.121986,88.324448,82.223648,28.255192,24.614189,21.769537,10,12,0,254,255,255,Test-Urban,85.89002733333332,24.879639333333333,-1.202461999999997,6.100800000000007,4.89833800000001,1.5554422903996608,1.1269726299161194,0.7450139686484937,-0.34781491636940043,-0.4657371101426117,-0.704539970382577,1.1693817240269777,-0.503517427877217,1.256588987509572,1.1898716175403958,3.3891225218590524,4.6022518311257254
Train,Rural,1244,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/1244.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/1244.png,True,1024,1024,1048576,1.0,81.702271,92.62648,74.133553,59.125401,43.576332,41.897938,0,0,0,255,255,255,Train-Rural,82.820768,48.199890333333336,-10.924209000000005,18.492926999999995,7.56871799999999,0.49972530797347936,0.92694373682151,-0.03497400566783688,2.197711841867067,1.440578177366516,1.3772854599453246,0.482401397132496,1.75047513200728,-0.8544831803239188,2.333245719148282,1.331315444277692,4.599537315663642
Val,Urban,3995,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/images_png/3995.png,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/masks_png/3995.png,True,1024,1024,1048576,1.0,61.338291,70.635864,66.23156,19.928497,18.987494,13.954215,15,15,14,254,255,255,Val-Urban,66.06857166666667,17.623402000000002,-9.297573,4.404303999999996,-4.893269000000004,-1.0446610971107235,-0.7284117165127353,-0.8981422552115536,-1.925593785418259,-1.5875530729002802,-2.020882989610746,-0.8953720828764181,-1.8642355621934124,-1.547993322424654,1.0345348084077577,-0.8109857092098816,4.598051000733138
Train,Urban,1475,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1475.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1475.png,True,1024,1024,1048576,1.0,49.714314,52.285347,49.410603,43.822407,44.765594,42.680241,0,0,0,255,255,255,Train-Urban,50.470088000000004,43.75608066666666,-2.571033,2.8747439999999997,0.30371099999999984,-1.7204200057366956,-1.9580384547178815,-1.9813812446287717,0.7624019686271754,1.2989667175378217,1.2621444515065683,-1.898866566639632,1.1230694555211227,0.7311347499039118,0.5249746458084563,0.9329196066392723,4.596595018913797
Val,Rural,3461,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/3461.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/3461.png,True,1024,1024,1048576,1.0,35.785027,54.888924,64.45253,14.356971,19.342587,19.668381,0,0,0,195,253,255,Val-Rural,51.70882700000001,17.789313000000003,-19.103897000000003,-9.563605999999993,-28.667502999999996,-1.6501270154298922,-1.4788165523177215,-1.021084350134058,-1.8232153212363766,-1.3286554908759425,-1.085365069760069,-1.4893326113395038,-1.48118909657573,-1.0190312432936162,-1.3634536468587262,-1.2617733754979092,4.595804935841024
Val,Rural,2790,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/2790.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/2790.png,True,1024,1024,1048576,1.0,89.30011,99.939178,98.839554,54.862041,40.022648,33.693012,0,0,0,240,229,244,Val-Rural,96.02628066666666,42.85923366666666,-10.639067999999995,1.0996239999999915,-9.539444000000003,1.4264486296231065,1.8109886736633578,1.5706455198318061,2.338277636067098,1.2376158577402958,0.6581499316352362,1.6787608515181531,1.514775966435545,0.0015284260766012373,0.8055374895292424,0.33076907390913735,4.591823717619213
Train,Rural,329,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/329.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/329.png,True,1024,1024,1048576,1.0,47.768715,49.818481,48.820625,42.992214,42.544605,40.555889,0,0,0,255,255,255,Train-Rural,48.802607,42.03090266666666,-2.049765999999998,0.9978559999999987,-1.0519099999999995,-1.5758427894580134,-2.2199682910520973,-1.9619375411658042,0.6112541591292033,1.3125254679947336,1.2239959061895858,-1.9403967974084964,1.0464314076824657,0.8536647405055281,-0.7902459629795787,0.001361963222787476,4.59006010895989
Train,Urban,2080,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/2080.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/2080.png,True,1024,1024,1048576,1.0,67.647705,74.97084,71.494148,19.643429,19.260427,16.420879,29,34,17,255,255,255,Train-Urban,71.37089766666666,18.441578333333336,-7.3231349999999935,3.476692,-3.8464429999999936,-0.4824440168086666,-0.3050215419594813,-0.43471300751806163,-2.219512226562492,-1.9626244401382653,-2.257228457875163,-0.4121343310003211,-2.188252740935303,-1.0511603417448527,0.7476839030682559,-0.21653839045586656,4.58880575092854
Test,Rural,4963,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/4963.png,,False,1024,1024,1048576,1.0,67.348732,78.955734,72.117844,25.526621,27.523449,21.042463,11,9,1,255,255,255,Test-Rural,72.80743666666666,24.697511000000002,-11.607002000000008,6.837890000000002,-4.769112000000007,-0.790213462820863,-0.1746142100112547,-0.6650346356484659,-1.5090149790121492,-0.5930396881656526,-1.2856717996597107,-0.5511804167782844,-1.136021589688087,-2.6138019649056807,2.6091999134942943,-0.6325515183935957,4.584029230781472
Test,Urban,5511,/mnt/e/Computer Vision/data/LoveDA/Test/Urban/images_png/5511.png,,False,1024,1024,1048576,1.0,54.005634,57.597885,56.381245,46.040749,46.046062,44.803864,0,0,0,255,255,255,Test-Urban,55.99492133333334,45.630224999999996,-3.5922509999999974,1.2166399999999982,-2.3756109999999993,-1.3648178968317806,-1.7354293464368404,-1.635919460122117,1.3171838840713226,1.6563182818153763,1.6649176374302441,-1.603447799555037,1.5494325098121933,0.7146816253737333,-0.2589428612462226,0.8084676671059082,4.583035774539166
Train,Urban,2038,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/2038.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/2038.png,True,1024,1024,1048576,1.0,69.801346,69.566383,62.683945,47.83316,40.628654,38.712933,0,0,0,255,255,255,Train-Urban,67.35055799999999,42.39158233333333,0.23496299999999337,6.8824380000000005,7.117400999999994,-0.3337740944960967,-0.698826465012091,-1.0517543902579018,1.2570350049821257,0.7699363871801918,0.7304317503993051,-0.6981121795133067,0.9445830859808885,1.78353490839926,2.0077448420123725,2.820090651431148,4.577877857886997
Val,Urban,4116,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/images_png/4116.png,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/masks_png/4116.png,True,1024,1024,1048576,1.0,50.236984,55.266468,53.53064,37.746483,36.328865,33.903397,0,0,0,255,255,255,Val-Urban,53.01136400000001,35.992914999999996,-5.029484000000004,1.735828000000005,-3.2936559999999986,-2.150128627994171,-2.2558116212230397,-2.17733512142769,0.38814544284912494,0.567151336039323,0.35943686749301473,-2.2071165181294425,0.4422181022424272,0.5421158984303842,-0.7039940844946188,0.013640138062801833,4.572815691574281
Val,Urban,3981,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/images_png/3981.png,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/masks_png/3981.png,True,1024,1024,1048576,1.0,85.26236,86.469513,85.81073,45.12183,41.361534,40.727943,11,8,6,254,255,255,Val-Urban,85.84753433333333,42.403769000000004,-1.2071530000000052,0.6587829999999997,-0.5483700000000056,1.3376963573867726,0.8451253290430193,1.073804232950957,1.3458647763351979,1.1924717955943178,1.173736038231848,1.0916487929048062,1.247157117254049,2.413934707330588,-1.4056956742619824,1.4288785699559052,4.567228283512055
Train,Urban,2268,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/2268.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/2268.png,True,1024,1024,1048576,1.0,87.195114,86.198898,91.541054,52.440327,44.990742,39.081047,0,2,0,255,255,255,Train-Urban,88.31168866666667,45.504038666666666,0.996216000000004,-5.342156000000003,-4.345939999999999,0.8669506954214774,0.513129942402453,0.9693148676507183,1.8252218273080905,1.3277585590485417,0.7797676953915764,0.792910855220216,1.3517151562209968,2.069045927607795,-2.515121335867779,-0.35488285217344073,4.5656830856787884
Train,Urban,2387,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/2387.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/2387.png,True,1024,1024,1048576,1.0,48.135559,51.715012,50.115803,44.412388,45.23909,43.313393,0,0,0,202,223,249,Train-Urban,49.98879133333333,44.32162366666666,-3.579453000000001,1.5992090000000019,-1.980243999999999,-1.8294044572774038,-1.9995968815476648,-1.931991056558402,0.8351623937697186,1.3595172078284747,1.3470017300771917,-1.9331025259470023,1.1970466194523546,0.3529227468112906,0.05305107025229894,0.30033817959935266,4.5634715525753915
Val,Rural,2543,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/2543.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/2543.png,True,1024,1024,1048576,1.0,33.540119,55.480164,66.898438,19.758936,21.624826,20.093163,0,0,0,214,223,236,Val-Rural,51.972907,20.49230833333333,-21.940045000000005,-11.418273999999997,-33.358319,-1.7791865046618278,-1.4356411144653831,-0.8367376959197105,-1.2682171616701827,-1.0454433399836134,-1.032556993075363,-1.4704544932967991,-1.158169343469112,-1.3609706097196834,-1.7407087987163168,-1.652316064766997,4.561825252599182
Train,Rural,78,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/78.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/78.png,True,1024,1024,1048576,1.0,50.097778,72.284081,55.883286,33.404182,25.089314,24.98115,0,0,0,226,207,208,Train-Rural,59.421715,27.824882000000002,-22.186303000000002,16.400795000000002,-5.785508,-1.4333841311403268,-0.5684716431149369,-1.424287759576586,-0.33158540683730325,-0.8539364986135641,-0.5549591030329537,-1.184096194032676,-0.5748491392114684,-3.022204855958747,1.9597258346097455,-0.7289172157435875,4.559779041295872
Train,Urban,1547,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1547.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1547.png,True,1024,1024,1048576,1.0,71.690186,76.998825,76.789848,19.372227,16.925758,17.109745,21,33,24,255,255,255,Train-Urban,75.15961966666667,17.802576666666667,-5.308638999999999,0.2089769999999902,-5.099662000000009,-0.20338388737203297,-0.15724897630175685,-0.06381734818133804,-2.252958681311896,-2.2611810332591995,-2.164904191253828,-0.1426320859146074,-2.2718388361523436,-0.295615462248145,-0.46130820353681257,-0.5636393899998818,4.5546916771401715
Train,Rural,425,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/425.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/425.png,True,1024,1024,1048576,1.0,43.916031,50.68779,47.981491,38.523918,43.30732,39.980621,0,0,0,255,255,255,Train-Rural,47.52843733333333,40.603953,-6.771759000000003,2.7062990000000013,-4.065460000000002,-1.8114947205401775,-2.1560634365402387,-2.0258171768759263,0.17186406726782094,1.4071897757316627,1.1582884878986317,-2.0311440887726273,0.8835789249043808,-0.05522188202629778,-0.48522819541009715,-0.46355559415621267,4.554673217195324
Train,Rural,21,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/21.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/21.png,True,1024,1024,1048576,1.0,44.048157,47.340591,49.174732,35.073593,36.732494,36.910091,0,0,0,247,243,255,Train-Rural,46.85449333333333,36.23872600000001,-3.292434,-1.8341409999999954,-5.126574999999995,-1.8034131475261013,-2.4021235430354406,-1.9349809094926695,-0.16742379967331847,0.5911558026476643,0.8075709108998724,-2.0791428711413076,0.38539172780404196,0.6144766854939303,-1.2958580335628327,-0.6272598611828805,4.551698665410808
Val,Rural,2735,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/2735.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/2735.png,True,1024,1024,1048576,1.0,86.363045,87.469337,90.80175,51.067913,44.714569,43.186764,0,0,0,255,255,255,Val-Rural,88.21137733333335,46.323082,-1.1062919999999963,-3.3324130000000025,-4.438704999999999,1.2575971182288777,0.900375648286117,0.9648409373901525,1.9484687318704645,1.8198550702973022,1.8383948187575188,1.1201018556873577,1.9287209775992495,1.150844817788747,-0.09597630780454147,0.7554406718400126,4.548646158075289
Val,Rural,2959,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/2959.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/2959.png,True,1024,1024,1048576,1.0,53.283287,51.858944,46.678452,31.494795,23.477297,21.401758,0,0,0,255,239,226,Val-Rural,50.60689433333334,25.45795,1.4243430000000004,5.180492000000001,6.604835000000001,-0.6441541657417942,-1.7000815431570218,-2.3607062046947522,-0.06247440955528442,-0.8155628163506088,-0.8698749935809815,-1.5681057670364376,-0.5647534668665602,1.4559500973988482,1.635620543235233,1.6748913197977955,4.547755737381249
Train,Rural,43,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/43.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/43.png,True,1024,1024,1048576,1.0,64.614334,81.559708,59.525055,29.049673,20.601048,20.145996,0,0,0,236,212,198,Train-Rural,68.56636566666667,23.265572333333335,-16.945374,22.034653,5.089278999999998,-0.5454695100443908,0.11340050354553147,-1.1470556642730754,-0.759786248840881,-1.4109972537176279,-1.1072329760437565,-0.5328075154674797,-1.0951862725493573,-2.0134337167937595,2.965569629201348,0.9487982391374997,4.544484579242343
Val,Rural,2857,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/2857.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/2857.png,True,1024,1024,1048576,1.0,38.312248,59.640087,69.818787,17.149313,17.603689,16.90494,0,0,0,159,154,175,Val-Rural,55.92370733333333,17.219313999999997,-21.327839000000004,-10.1787,-31.506539000000004,-1.5048373859946453,-1.1318617745069695,-0.616632701255882,-1.5363299617645205,-1.544442287421953,-1.4289107102101344,-1.188026156975133,-1.549306467693779,-1.2871601697277517,-1.4885689668926594,-1.4981426456572493,4.543356359613715
Train,Rural,176,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/176.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/176.png,True,1024,1024,1048576,1.0,73.310707,86.893356,66.400009,57.065243,41.423473,40.909184,0,0,0,255,255,255,Train-Rural,75.53469066666666,46.465966666666674,-13.582649000000004,20.493347,6.9106979999999965,-0.013550180335338413,0.5054889317769935,-0.6236952033170817,1.995126110557199,1.1733762646072057,1.2643494498337702,-0.03651833543288459,1.5525888430508046,-1.3661782533160862,2.690391753637781,1.229798943437644,4.541975331767826
Test,Rural,4651,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/4651.png,,False,1024,1024,1048576,1.0,65.934845,76.03009,69.699173,24.598602,22.598677,19.342485,6,1,1,255,255,255,Test-Rural,70.55470266666667,22.17992133333333,-10.095245000000006,6.3309169999999995,-3.764328000000006,-0.9655648490421183,-0.5521273330687491,-0.9775684579892449,-1.6629613944184947,-1.3492886311669154,-1.5303962290241149,-0.8405789139941721,-1.5279954736017094,-1.8264127071261593,2.260492536144554,-0.1137032575030666,4.541014708025015
Test,Rural,4686,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/4686.png,,False,1024,1024,1048576,1.0,84.487396,87.285751,83.241577,27.92145,23.369184,21.098108,10,17,1,255,255,255,Test-Rural,85.004908,24.129580666666666,-2.798355000000001,4.044173999999998,1.2458189999999973,1.335337228557103,0.900257077401709,0.7723426650213053,-1.111743651527299,-1.2309694268819098,-1.277661289599003,1.0157732820164036,-1.2244449977980234,1.974127195251541,0.6876195148931763,2.473425974009279,4.537915303468327
Train,Urban,1723,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1723.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1723.png,True,1024,1024,1048576,1.0,105.29686,105.403526,105.587296,43.717964,37.372814,33.96822,0,14,4,255,255,255,Train-Urban,105.42922733333332,38.35299933333334,-0.10666600000000415,-0.18376999999999555,-0.2904359999999997,2.1165485492615,1.9125077248131566,1.9530734241764214,0.7495213553817278,0.35358079324081043,0.09452847159948843,2.0105285904375707,0.41630686889237933,1.6554055690322027,-0.6066170884587847,0.768360166049818,4.534530018354623
Train,Urban,1700,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1700.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1700.png,True,1024,1024,1048576,1.0,44.012135,48.746635,47.235271,39.363628,40.637482,40.106354,0,0,0,255,255,255,Train-Urban,46.66468033333333,40.03582133333333,-4.734499999999997,1.5113640000000004,-3.2231359999999967,-2.1140522355012528,-2.2158927048054204,-2.1337352670273733,0.2125153525214992,0.7710653084979768,0.9171829791139865,-2.1695557092141082,0.6364323040247802,-0.08028230617865496,0.020550098899312606,-0.043902576026961675,4.531441897455895
Test,Rural,4777,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/4777.png,,False,1024,1024,1048576,1.0,65.523483,73.450119,72.352448,22.164614,20.906942,19.070244,22,24,19,255,255,255,Test-Rural,70.44201666666667,20.713933333333333,-7.926636000000002,1.0976710000000054,-6.828964999999997,-1.0165822902794641,-0.8850362275233596,-0.634719770643497,-2.066728696318628,-1.6090717857146262,-1.5695873381882306,-0.8550551722018737,-1.7562411713573645,-0.696906158835667,-1.3390512022517906,-1.6962141033274052,4.52935567078107
Test,Rural,4573,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/4573.png,,False,1024,1024,1048576,1.0,64.470825,75.671036,71.339752,23.432604,24.882082,20.995403,19,4,1,255,255,255,Test-Rural,70.493871,23.103363,-11.200210999999996,4.331283999999997,-6.868926999999999,-1.1471337696529167,-0.598458191124714,-0.7655774820681654,-1.8563854649073184,-0.9986485167222671,-1.2924464353584604,-0.8483936817015324,-1.384221044653464,-2.4019273954071445,0.8851001994875887,-1.7168495973258253,4.528811154263834
Train,Rural,594,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/594.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/594.png,True,1024,1024,1048576,1.0,54.172081,57.311424,57.187767,48.37262,47.637302,45.839828,0,0,0,255,255,255,Train-Rural,56.22375733333334,47.28324999999999,-3.1393430000000038,0.12365700000000146,-3.0156860000000023,-1.1841767292968706,-1.6691452439185146,-1.324983272962081,1.14033662962613,1.9446051255587458,1.8275302416591128,-1.4118570674384578,1.6458623642377088,0.6439435572004357,-0.9463215402107021,-0.30160096792469776,4.52426554919119
Val,Rural,3190,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/3190.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/3190.png,True,1024,1024,1048576,1.0,39.181396,58.55315,69.151382,14.977319,18.09939,17.874767,0,0,0,119,154,171,Val-Rural,55.62864266666666,16.983825333333332,-19.371754000000003,-10.598231999999996,-29.969986,-1.4548701726625362,-1.2112356005216285,-0.6669346254312504,-1.7594807360825355,-1.4829287709105452,-1.308343693276983,-1.2091192560646702,-1.5774483923312392,-1.0513253453195988,-1.5739053227089657,-1.370214042014624,4.521660799662279
Train,Urban,2314,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/2314.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/2314.png,True,1024,1024,1048576,1.0,58.843086,66.314819,64.564316,23.2101,19.390646,18.302282,25,35,13,254,254,255,Train-Urban,63.24074033333333,20.301009333333337,-7.471733,1.7505029999999948,-5.721230000000006,-1.0902435631219944,-0.9357571891941204,-0.9200585914319385,-1.7796463693508542,-1.9459720834231955,-2.0050761493069076,-0.9904548449449729,-1.945025555901071,-1.106892623170806,0.10902695914612785,-0.7357935578544791,4.519698529710211
Train,Rural,1150,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/1150.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/1150.png,True,1024,1024,1048576,1.0,47.982964,66.029846,47.943245,37.484631,29.469547,27.081274,0,0,0,255,254,255,Train-Rural,53.985351666666666,31.345150666666665,-18.046882000000004,18.08660100000001,0.03971900000000517,-1.5627381095563075,-1.0282344866584547,-2.028728679147756,0.06966573251104977,-0.3102842501702377,-0.3150818177835201,-1.5712779487685904,-0.17309390859303417,-2.225451372434458,2.26070209350468,0.16977379917841534,4.517374192748542
Test,Rural,4353,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/4353.png,,False,1024,1024,1048576,1.0,64.436462,70.268112,69.806786,23.910816,21.008087,19.00868,11,13,2,255,255,255,Test-Rural,68.17045333333334,21.309194333333334,-5.831649999999996,0.4613259999999997,-5.3703239999999965,-1.1513954961450061,-1.2956293824529428,-0.9636630106491318,-1.777056245134556,-1.5935399399073764,-1.578449932156735,-1.1468725882826811,-1.663562539409675,0.394254306502671,-1.776743537030214,-0.943004113803665,4.517309373907839
Test,Urban,5589,/mnt/e/Computer Vision/data/LoveDA/Test/Urban/images_png/5589.png,,False,1024,1024,1048576,1.0,57.928383,58.562065,65.711601,45.673496,38.936398,35.418068,0,0,6,255,255,255,Test-Urban,60.73401633333333,40.00932066666667,-0.6336820000000003,-7.149536000000005,-7.783218000000005,-1.0189027510692903,-1.6456089933579754,-0.7762874629455987,1.2828034143194753,0.9523620374773475,0.699434871748436,-1.1638874738261402,0.9933308466474993,1.3855652567264862,-2.7406463518929463,-1.110045544513679,4.516090790787574
Val,Rural,3492,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/3492.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/3492.png,True,1024,1024,1048576,1.0,51.906204,88.298241,91.926178,22.112789,39.280003,35.358364,0,0,0,234,255,255,Val-Rural,77.37687433333333,32.250385333333334,-36.392037,-3.6279369999999886,-40.01997399999999,-0.7233225007515056,0.9609065547497443,1.0495884175508656,-1.026382184418504,1.145458074177999,0.8651832713789821,0.3455826699555965,0.24697223510135785,-3.1033708610727833,-0.1560883879706721,-2.206944653627199,4.513153114137594
Val,Urban,4139,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/images_png/4139.png,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/masks_png/4139.png,True,1024,1024,1048576,1.0,69.461517,80.743469,72.67572,28.202293,27.46841,24.527796,3,1,1,255,255,255,Val-Urban,74.29356866666667,26.732833,-11.281952000000004,8.067749000000006,-3.2142029999999977,-0.2357507058362341,0.27607505146756883,-0.24910868120625534,-0.8512071307266585,-0.5337801562695006,-0.7592520708595393,-0.06907795321606477,-0.7204665079525386,-2.519755824465055,3.4212922609982193,0.054599418490853514,4.512319193654433
Test,Urban,5595,/mnt/e/Computer Vision/data/LoveDA/Test/Urban/images_png/5595.png,,False,1024,1024,1048576,1.0,47.499466,59.640923,52.441132,21.378511,22.633852,20.085217,0,0,0,255,255,255,Test-Urban,53.193840333333334,21.365859999999998,-12.141457000000003,7.199790999999998,-4.941666000000005,-1.9385436315334534,-1.5451055536662592,-1.998933176564572,-0.9915769090926824,-0.6618181903516958,-0.8777998549883348,-1.8632535381513358,-0.85115161899351,-1.2239320647118292,1.5158711902112685,-0.1019184647343874,4.509460329195539
