split,domain,sample_id,total_pixels,present_class_count,dominant_class_id,dominant_class_name,dominant_ratio,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,ratio_0,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,z_ratio_0,z_ratio_1,z_ratio_2,z_ratio_3,z_ratio_4,z_ratio_5,z_ratio_6,z_ratio_7,z_present_class_count,z_dominant_ratio,mask_outlier_score
Train,Rural,470,1048576,6,0,no-data,0.46987343,492698,63952,0,2332,36622,0,306437,146535,0.46987343,0.06098938,0.0,0.00222397,0.03492546,0.0,0.2922411,0.13974667,4.79099571373919,-0.8165470900260031,-0.5059053596248139,-0.5605957558364026,-0.46151478699441933,-0.36245012309216995,0.24459461355351608,-0.6657949627088925,0.5738213550322321,-0.8660985810402563,5.11052541926161
Val,Urban,3785,1048576,8,0,no-data,0.50196743,526351,38812,1922,140146,52900,165212,66062,57171,0.50196743,0.03701401,0.00183296,0.13365364,0.05044937,0.15755844,0.06300163,0.05452251,4.305779524579537,-1.190234210451211,-0.8549806140874587,0.8516644130383458,-0.3211649466473674,1.0802890920761978,-0.35821918778656053,-0.7614667291546222,1.5915355564151237,0.06392579077417852,5.0919657165479375
Train,Rural,545,1048576,6,7,agriculture,0.26330471,0,208174,194919,123835,75063,0,170490,276095,0.0,0.1985302,0.18588924,0.11809826,0.07158566,0.0,0.16259193,0.26330471,-0.3127067098526412,-0.20800405084613613,3.1453846105003866,3.3375955135116793,-0.1135653443333722,-0.36245012309216995,-0.20576287124852058,-0.26285703119574144,0.5738213550322321,-2.028193348786375,5.086509401946496
Train,Urban,2424,1048576,5,6,forest,0.49943733,206513,32571,0,10295,275499,0,523698,0,0.19694614,0.03106213,0.0,0.00981808,0.26273632,0.0,0.49943733,0.0,1.2695654703932093,-2.182407468632304,-1.3534320930993857,-0.9661827571744985,1.9233015566724179,-0.48891156653385515,3.524450162088921,-0.24806796635371764,0.2203825130544792,-0.2898566734592932,5.068923139644871
Val,Rural,2771,1048576,2,4,water,0.84818363,0,159191,0,0,889385,0,0,0,0.0,0.15181637,0.0,0.0,0.84818363,0.0,0.0,0.0,-0.23468020445014937,-0.9210887271120763,-0.5121089572316653,-0.6438285937166132,4.15227814158591,-0.48206312217725605,-0.543845656639872,-1.0328783898972709,-1.9648926591039042,1.1823274592186739,5.06708554810148
Train,Urban,2297,1048576,6,6,forest,0.33283424,0,321277,16858,0,9152,53332,349002,298955,0.0,0.30639362,0.01607704,0.0,0.00872803,0.05086136,0.33283424,0.28510571,-0.4111091468493478,-0.7853370945421516,-1.2456018736081875,-1.0870106104059734,-0.22677922834546557,-0.14359287120518438,2.139855616790548,3.757433530964303,1.0369279780896645,-1.4901156569567606,5.058051206898378
Train,Urban,1484,1048576,6,6,forest,0.58022308,0,121636,34275,86640,80382,0,608408,117235,0.0,0.11600113,0.03268719,0.08262634,0.07665825,0.0,0.58022308,0.11180401,-0.4111091468493478,-1.7514151382423315,-1.1341960352025027,-0.07015565683318487,0.3482235038253526,-0.48891156653385515,4.1958393229252415,1.3226867177989041,1.0369279780896645,0.2921482712033808,5.04016074440181
Train,Rural,642,1048576,7,0,no-data,0.44247246,463966,110913,0,54739,66182,54741,28911,269124,0.44247246,0.10577488,0.0,0.05220318,0.06311607,0.05220509,0.02757168,0.25665665,4.4933700382508635,-0.618395702814629,-0.5059053596248139,1.1207825729621115,-0.19395195215514016,0.23372900702841626,-0.6747776762591673,-0.2845371707073048,1.2780800890610093,-1.020248366487774,5.038631730976292
Val,Urban,4173,1048576,5,0,no-data,0.50008392,524376,73742,84147,0,0,231063,135248,0,0.50008392,0.07032585,0.08024883,0.0,0.0,0.22035885,0.12898254,0.0,4.288270370506762,-1.003657554143987,-0.28748966877084287,-1.075847886525769,-0.5780137732815587,1.7252154745258703,0.2110971002959782,-0.9774906211827069,-0.6073819368359753,0.052575822938034054,5.03178750856998
Val,Rural,3396,1048576,7,1,background,0.29671001,0,311123,251067,160342,2337,10186,4548,308973,0.0,0.29671001,0.23943615,0.15291405,0.00222874,0.00971413,0.00433731,0.29465961,-0.23468020445014937,-0.42564788378016477,2.8766371627775396,3.2012075250045844,-0.634595336733842,-0.3511591287399381,-0.49612855069044565,-0.01803066941785713,1.4308800200443061,-1.931718532694717,5.030951067543383
Train,Rural,88,1048576,5,1,background,0.86934376,0,911573,4199,131180,1039,585,0,0,0.0,0.86934376,0.00400448,0.125103,0.00099087,0.0005579,0.0,0.0,-0.3127067098526412,2.7599797268095894,-0.42724821056353973,3.573245857622122,-0.783594908691277,-0.3560789371274628,-0.7705523924148251,-1.121526003324711,-0.13043737899654523,1.3812038196466216,5.0182689474019355
Train,Rural,563,1048576,3,6,forest,0.56955147,433394,17964,0,0,0,0,597218,0,0.41331673,0.01713181,0.0,0.0,0.0,0.0,0.56955147,0.0,4.1766843940709215,-1.0105928935834037,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,1.2078772997652532,-1.121526003324711,-1.5389548470541,-0.30533929113814373,5.0064260344705085
Val,Rural,3384,1048576,4,1,background,0.47153282,0,494438,0,138434,2,0,415702,0,0.0,0.47153282,0.0,0.13202095,1.91e-06,0.0,0.39644432,0.0,-0.23468020445014937,0.1721310140379488,-0.5121089572316653,2.675848840619115,-0.6471959536151118,-0.48206312217725605,3.8176538950380827,-1.0328783898972709,-0.6065835874446202,-0.9445339221678594,5.005974525675528
Val,Rural,2783,1048576,6,7,agriculture,0.40007591,147078,5462,0,42474,75629,358423,0,419510,0.14026451,0.00520897,0.0,0.04050636,0.07212543,0.34181881,0.0,0.40007591,1.6419022414529438,-1.4223895012157493,-0.5121089572316653,0.37470709504399163,-0.2390817986735118,4.124159695614128,-0.543845656639872,0.345037386486968,0.7517254842146641,-1.3480348261277189,4.998465479383243
Train,Urban,1955,1048576,5,0,no-data,0.36137009,378924,257838,115891,0,11431,0,0,284492,0.36137009,0.24589348,0.11052227,0.0,0.01090145,0.0,0.0,0.27131271,2.6727062439659197,-1.0923232413948294,-0.6121488324515619,-1.0870106104059734,-0.20838207847380755,-0.48891156653385515,-0.6262423781057634,3.5636531883941482,0.2203825130544792,-1.2845347741878026,4.99656944336788
Train,Urban,1648,1048576,4,6,forest,0.48736382,0,14736,0,87639,0,435163,511038,0,0.0,0.01405334,0.0,0.08357906,0.0,0.41500378,0.48736382,0.0,-0.4111091468493478,-2.268712440897267,-1.3534320930993857,-0.0584308478755588,-0.30065858714143096,2.3287198115116143,3.4241103899478076,-0.24806796635371764,-0.5961629519807061,-0.37683788635184234,4.994805076041758
Train,Rural,1108,1048576,7,0,no-data,0.3602581,377758,62758,163533,22464,41831,0,4581,375651,0.3602581,0.05985069,0.15595722,0.02142334,0.03989315,0.0,0.00436878,0.35824871,3.600368643415554,-0.8215851716172262,2.557451256146004,0.08530090088514873,-0.4143654270123991,-0.36245012309216995,-0.7553767243218212,0.046767004355361706,1.2780800890610093,-1.4827621371573882,4.989329809762413
Val,Urban,3868,1048576,5,0,no-data,0.53254414,558413,226044,60074,52969,0,151076,0,0,0.53254414,0.21557236,0.05729103,0.05051517,0.0,0.1440773,0.0,0.0,4.590021353095765,-0.19014475580880785,-0.45363388963314794,-0.34733341067930357,-0.5780137732815587,0.9418450460660273,-0.9018287581115153,-0.9774906211827069,-0.6073819368359753,0.24818001561775355,4.985111475959243
Train,Rural,1050,1048576,5,6,forest,0.49825764,462167,18754,0,0,4594,0,522461,40600,0.4407568,0.01788521,0.0,0.0,0.00438118,0.0,0.49825764,0.03871918,4.474734768535656,-1.0072595098961599,-0.5059053596248139,-0.6354135643191303,-0.7514167843234838,-0.36245012309216995,0.9602265823661064,-0.9952580057173891,-0.13043737899654523,-0.7064173769953889,4.982180635315837
Val,Rural,2685,1048576,2,4,water,0.83518028,0,172826,0,0,875750,0,0,0,0.0,0.16481972,0.0,0.0,0.83518028,0.0,0.0,0.0,-0.23468020445014937,-0.8766258321903945,-0.5121089572316653,-0.6438285937166132,4.078698105605139,-0.48206312217725605,-0.543845656639872,-1.0328783898972709,-1.9648926591039042,1.108900501916624,4.982123134982987
Train,Urban,2387,1048576,3,4,water,0.39990044,381720,247530,0,0,419326,0,0,0,0.36403656,0.236063,0.0,0.0,0.39990044,0.0,0.0,0.0,2.695461035944269,-1.142204467734344,-1.3534320930993857,-1.0870106104059734,3.0843421621026073,-0.48891156653385515,-0.6262423781057634,-0.24806796635371764,-1.4127084170158914,-1.0069504945396779,4.979871929579581
Train,Urban,2388,1048576,5,3,road,0.47382832,0,383552,34144,496845,0,102036,31999,0,0.0,0.36578369,0.03256226,0.47382832,0.0,0.09730911,0.03051662,0.0,-0.4111091468493478,-0.4839835976641142,-1.1350339524634558,4.744237322578501,-0.30065858714143096,0.17176001025438076,-0.37262676033454895,-0.24806796635371764,0.2203825130544792,-0.4743517168043864,4.97927747856162
Train,Rural,18,1048576,7,1,background,0.27827358,262523,291791,211664,42292,63896,18630,0,157780,0.25036144,0.27827358,0.20185852,0.04033279,0.06093597,0.01776695,0.0,0.15047073,2.406685804216394,0.14481687038782956,3.459057805861888,0.7214441980580945,-0.2146437263392785,-0.15955257429192943,-0.7705523924148251,-0.6308224869896036,1.2780800890610093,-1.9439828956932257,4.97739352341578
Train,Urban,2141,1048576,3,3,road,0.43719006,0,213146,377003,458427,0,0,0,0,0.0,0.20327187,0.35953808,0.43719006,0.0,0.0,0.0,0.0,-0.4111091468493478,-1.308591233940922,1.0580236277201205,4.293342412174774,-0.30065858714143096,-0.48891156653385515,-0.6262423781057634,-0.24806796635371764,-1.4127084170158914,-0.7383048085790705,4.9757020824221785
Val,Rural,2718,1048576,5,4,water,0.89353943,0,83559,0,16207,936944,0,10532,1334,0.0,0.07968807,0.0,0.0154562,0.89353943,0.0,0.0100441,0.0012722,-0.23468020445014937,-1.1677200201080775,-0.5121089572316653,-0.25518119827990493,4.408925958951178,-0.48206312217725605,-0.43334505053455935,-1.0284967602942385,0.07257094838502198,1.4384413367964002,4.9736309048565275
Val,Rural,2697,1048576,4,4,water,0.51734543,0,92880,0,116217,542476,297003,0,0,0.0,0.08857727,0.0,0.11083317,0.51734543,0.28324413,0.0,0.0,-0.23468020445014937,-1.1373248092172061,-0.5121089572316653,2.1430804038697215,2.2802154300682242,3.3348291506952314,-0.543845656639872,-1.0328783898972709,-0.6065835874446202,-0.6858405425106578,4.972426606624602
Train,Rural,819,1048576,4,1,background,0.86099148,0,902815,2789,128225,14747,0,0,0,0.0,0.86099148,0.0026598,0.12228489,0.01406384,0.0,0.0,0.0,-0.3127067098526412,2.7230254476706315,-0.4536608022607674,3.478440255809481,-0.6595166814741701,-0.36245012309216995,-0.7705523924148251,-1.121526003324711,-0.8346961130253225,1.3342163527796607,4.971193277210081
Train,Urban,1631,1048576,2,1,background,0.97159672,0,1018793,0,29783,0,0,0,0,0.0,0.97159672,0.0,0.02840328,0.0,0.0,0.0,0.0,-0.4111091468493478,2.5899961946610897,-1.3534320930993857,-0.7374608667562496,-0.30065858714143096,-0.48891156653385515,-0.6262423781057634,-0.24806796635371764,-2.2292538820510766,3.1117221897549734,4.968727520647773
Train,Rural,409,1048576,4,4,water,0.57913876,0,128205,0,36932,607271,0,0,276168,0.0,0.12226582,0.0,0.0352211,0.57913876,0.0,0.0,0.26337433,-0.3127067098526412,-0.5454322964125671,-0.5059053596248139,0.5494789991376617,4.703724748625388,-0.36245012309216995,-0.7705523924148251,-0.2626299918319579,-0.8346961130253225,-0.2514040218201913,4.963083010353595
Train,Rural,647,1048576,8,0,no-data,0.41400909,434120,51369,6530,10099,106896,10752,3561,425249,0.41400909,0.0489893,0.00622749,0.00963116,0.10194397,0.01025391,0.00339603,0.40554905,4.184204715894605,-0.8696408926774746,-0.3835832081325867,-0.3114063680230885,0.17457157375849022,-0.24535105968408508,-0.758755729704896,0.20101921780475568,1.9823388230897867,-1.1803749013737035,4.95355406428552
Train,Urban,1624,1048576,3,3,road,0.4361763,0,220668,370544,457364,0,0,0,0,0.0,0.2104454,0.3533783,0.4361763,0.0,0.0,0.0,0.0,-0.4111091468493478,-1.272191742402025,1.0167094038693685,4.280866404188291,-0.30065858714143096,-0.48891156653385515,-0.6262423781057634,-0.24806796635371764,-1.4127084170158914,-0.7456082418293803,4.947910852294516
Train,Rural,1253,1048576,1,6,forest,1.0,0,0,0,0,0,0,1048576,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3127067098526412,-1.0863917998575703,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,2.7031102990010685,-1.121526003324711,-2.9474723151116544,2.1162373371965253,4.9425318281787085
Train,Rural,1201,1048576,1,6,forest,1.0,0,0,0,0,0,0,1048576,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3127067098526412,-1.0863917998575703,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,2.7031102990010685,-1.121526003324711,-2.9474723151116544,2.1162373371965253,4.9425318281787085
Train,Rural,1023,1048576,1,6,forest,1.0,0,0,0,0,0,0,1048576,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3127067098526412,-1.0863917998575703,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,2.7031102990010685,-1.121526003324711,-2.9474723151116544,2.1162373371965253,4.9425318281787085
Train,Rural,537,1048576,1,6,forest,1.0,0,0,0,0,0,0,1048576,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3127067098526412,-1.0863917998575703,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,2.7031102990010685,-1.121526003324711,-2.9474723151116544,2.1162373371965253,4.9425318281787085
Train,Rural,718,1048576,1,6,forest,1.0,0,0,0,0,0,0,1048576,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3127067098526412,-1.0863917998575703,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,2.7031102990010685,-1.121526003324711,-2.9474723151116544,2.1162373371965253,4.9425318281787085
Train,Rural,250,1048576,1,6,forest,1.0,0,0,0,0,0,0,1048576,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3127067098526412,-1.0863917998575703,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,2.7031102990010685,-1.121526003324711,-2.9474723151116544,2.1162373371965253,4.9425318281787085
Train,Rural,69,1048576,1,6,forest,1.0,0,0,0,0,0,0,1048576,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3127067098526412,-1.0863917998575703,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,2.7031102990010685,-1.121526003324711,-2.9474723151116544,2.1162373371965253,4.9425318281787085
Train,Rural,228,1048576,1,6,forest,1.0,0,0,0,0,0,0,1048576,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3127067098526412,-1.0863917998575703,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,2.7031102990010685,-1.121526003324711,-2.9474723151116544,2.1162373371965253,4.9425318281787085
Train,Rural,221,1048576,1,6,forest,1.0,0,0,0,0,0,0,1048576,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3127067098526412,-1.0863917998575703,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,2.7031102990010685,-1.121526003324711,-2.9474723151116544,2.1162373371965253,4.9425318281787085
Train,Rural,1166,1048576,1,6,forest,1.0,0,0,0,0,0,0,1048576,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3127067098526412,-1.0863917998575703,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,2.7031102990010685,-1.121526003324711,-2.9474723151116544,2.1162373371965253,4.9425318281787085
Train,Rural,449,1048576,1,6,forest,1.0,0,0,0,0,0,0,1048576,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3127067098526412,-1.0863917998575703,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,2.7031102990010685,-1.121526003324711,-2.9474723151116544,2.1162373371965253,4.9425318281787085
Train,Urban,2478,1048576,8,0,no-data,0.29702187,311450,280693,23102,131129,38688,18945,31473,213096,0.29702187,0.2676897,0.02203178,0.12505436,0.03689575,0.01806736,0.03001499,0.20322418,2.123579360754399,-0.981726181722682,-1.2056628723235592,0.4519919090312275,0.01164949982621706,-0.3662448273189892,-0.3767956755795065,2.60706516051781,2.670018908160035,-1.748118787708028,4.9385473802937465
Train,Urban,1590,1048576,5,5,barren,0.64316368,206465,0,101329,11509,0,674406,54867,0,0.19690037,0.0,0.09663486,0.01097584,0.0,0.64316368,0.05232525,0.0,1.2691748840266464,-2.34002104773703,-0.7052929975755067,-0.9519345889626617,-0.30065858714143096,3.8777912282869424,-0.19138096148153577,-0.24806796635371764,0.2203825130544792,0.74559136506629,4.931573864848831
Val,Urban,4138,1048576,6,5,barren,0.50895214,0,236504,72718,135006,15331,533675,55342,0,0.0,0.22554779,0.06934929,0.12875175,0.01462078,0.50895214,0.05277824,0.0,-0.36052172754311546,-0.1342732586286229,-0.3663689856504014,0.7809708407113196,-0.5035761700473329,4.688913108330319,-0.4464317093540889,-0.9774906211827069,0.125590560914391,0.10601541803646951,4.930866399699135
Val,Urban,3705,1048576,6,0,no-data,0.47242737,495376,836,0,85711,0,245828,206477,14348,0.47242737,0.00079727,0.0,0.08174038,0.0,0.23443985,0.19691181,0.01368332,4.0311744192925705,-1.3930809535776214,-0.8682456356083261,0.10298710682753281,-0.5780137732815587,1.86981975961372,0.7972248128200483,-0.9232758749748429,0.125590560914391,-0.11408161607674434,4.9297685313870705
Val,Urban,3826,1048576,6,0,no-data,0.48445892,507992,73742,84147,366,0,247081,135248,0,0.48445892,0.07032585,0.08024883,0.00034904,0.0,0.2356348,0.12898254,0.0,4.143019996265516,-1.003657554143987,-0.28748966877084287,-1.0708141374034867,-0.5780137732815587,1.8820912524385,0.2110971002959782,-0.9774906211827069,0.125590560914391,-0.04157990091783055,4.929011623436559
Val,Rural,3279,1048576,6,7,agriculture,0.30542088,0,140845,6496,161898,159331,259749,0,320257,0.0,0.13432026,0.00619507,0.15439796,0.15194988,0.24771595,0.0,0.30542088,-0.23468020445014937,-0.9809139029681588,-0.4244299688011988,3.238520561621766,0.21260841216794477,2.8560646456330336,-0.543845656639872,0.019032606166344886,0.7517254842146641,-1.8825302327909454,4.928780003829882
Train,Urban,1775,1048576,5,4,water,0.4945097,294133,217227,17932,0,518531,0,753,0,0.28050709,0.20716381,0.01710129,0.0,0.4945097,0.0,0.00071812,0.0,1.9826475732344964,-1.28884298766609,-1.2387321325169256,-1.0870106104059734,3.885172528744424,-0.48891156653385515,-0.6202742713025242,-0.24806796635371764,0.2203825130544792,-0.32535680838987374,4.92365316611267
Train,Urban,2460,1048576,5,4,water,0.57419968,0,259025,99668,0,602092,1326,86465,0,0.0,0.24702549,0.09505081,0.0,0.57419968,0.00126457,0.08245945,0.0,-0.4111091468493478,-1.0865792648007473,-0.7159173699217242,-1.0870106104059734,4.559717027888367,-0.48032588061134385,0.059056464060392944,-0.24806796635371764,0.2203825130544792,0.24875387821103803,4.923514966857778
Val,Rural,2864,1048576,5,1,background,0.51721191,0,542336,385625,25954,27029,0,67632,0,0.0,0.51721191,0.36776066,0.02475166,0.02577686,0.0,0.0644989,0.0,-0.23468020445014937,0.3283234243620616,4.692817323394817,-0.021446106964697797,-0.5013472493656244,-0.48206312217725605,0.1657418169143492,-1.0328783898972709,0.07257094838502198,-0.686594499555494,4.9234729634043894
Val,Rural,3315,1048576,4,1,background,0.47773075,0,500937,0,39706,19970,0,487963,0,0.0,0.47773075,0.0,0.03786659,0.01904488,0.0,0.46535778,0.0,-0.23468020445014937,0.19332385360021073,-0.5121089572316653,0.3083298655146145,-0.5394404584711111,-0.48206312217725605,4.575808343800463,-1.0328783898972709,-0.6065835874446202,-0.9095356223857961,4.916625990171735
Train,Rural,40,1048576,3,1,background,0.6358881,0,666777,241722,0,0,0,140077,0,0.0,0.6358881,0.23052406,0.0,0.0,0.0,0.13358784,0.0,-0.3127067098526412,1.7270658845761218,4.022114595433047,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,-0.3065132965799893,-1.121526003324711,-1.5389548470541,0.06785104781012599,4.913926461395974
Train,Rural,482,1048576,4,1,background,0.68507004,0,718348,247197,0,27779,0,55252,0,0.0,0.68507004,0.23574543,0.0,0.02649212,0.0,0.05269241,0.0,-0.3127067098526412,1.9446691185859375,4.124674248220441,-0.6354135643191303,-0.5415573386654717,-0.36245012309216995,-0.5875167336770354,-1.121526003324711,-0.8346961130253225,0.3445341542436831,4.913174517014255
Val,Rural,2668,1048576,2,4,water,0.82446861,0,184058,0,0,864518,0,0,0,0.0,0.17553139,0.0,0.0,0.82446861,0.0,0.0,0.0,-0.23468020445014937,-0.8399989739080492,-0.5121089572316653,-0.6438285937166132,4.0180856431232295,-0.48206312217725605,-0.543845656639872,-1.0328783898972709,-1.9648926591039042,1.0484141398850209,4.912985064398399
Train,Urban,1695,1048576,8,0,no-data,0.30483437,319642,279471,23102,130095,38484,18317,31473,207992,0.30483437,0.26652431,0.02203178,0.12406826,0.0367012,0.01746845,0.03001499,0.19835663,2.1902487072427714,-0.9876395330914662,-1.2056628723235592,0.4398563034880299,0.010002710200865786,-0.3703110736761314,-0.3767956755795065,2.538680073410048,2.670018908160035,-1.691835177910791,4.912751454860417
Val,Rural,2839,1048576,3,4,water,0.85846615,0,146068,0,2341,900167,0,0,0,0.0,0.1393013,0.0,0.00223255,0.85846615,0.0,0.0,0.0,-0.23468020445014937,-0.9638820259425698,-0.5121089572316653,-0.5876909439267409,4.21046223965087,-0.48206312217725605,-0.543845656639872,-1.0328783898972709,-1.2857381232742622,1.2403905088941407,4.909832351108717
Val,Urban,3739,1048576,4,7,agriculture,0.98065567,0,577,0,678,0,0,19029,1028292,0.0,0.00055027,0.0,0.00064659,0.0,0.0,0.01814747,0.98065567,-0.36052172754311546,-1.394464378633334,-0.8682456356083261,-1.066522961459941,-0.5780137732815587,-0.5377512158392087,-0.7452433115256888,2.9079697982442263,-1.3403544345863416,2.948485006037528,4.908247610363558
Train,Rural,117,1048576,8,7,agriculture,0.47273254,430739,53220,4545,12683,9242,15156,27295,495696,0.41078472,0.05075455,0.00433445,0.01209545,0.00881386,0.01445389,0.02603054,0.47273254,4.14918203971656,-0.8618306251517155,-0.4207668448242306,-0.22850382110658277,-0.7093453134778592,-0.19738752925201683,-0.6801310767794161,0.42011282346922274,1.9823388230897867,-0.8500140704163311,4.901134477348677
Train,Rural,978,1048576,2,1,background,0.99953365,0,1048087,489,0,0,0,0,0,0.0,0.99953365,0.00046635,0.0,0.0,0.0,0.0,0.0,-0.3127067098526412,3.3359989139214057,-0.4967451786613117,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,-0.7705523924148251,-1.121526003324711,-2.2432135810828773,2.113613789473819,4.8977893615056125
Train,Urban,2441,1048576,3,5,barren,0.62518024,0,0,224716,0,0,655549,168311,0,0.0,0.0,0.21430588,0.0,0.0,0.62518024,0.16051388,0.0,-0.4111091468493478,-2.34002104773703,0.08393760173588359,-1.0870106104059734,-0.30065858714143096,3.7556942564733413,0.7077463413872402,-0.24806796635371764,-1.4127084170158914,0.6160332313354712,4.895576204086668
Val,Rural,2765,1048576,5,7,agriculture,0.33615875,0,226293,0,129100,16984,323711,0,352488,0.0,0.21580982,0.0,0.12311935,0.0161972,0.30871487,0.0,0.33615875,-0.23468020445014937,-0.7022732647100102,-0.5121089572316653,2.4520173907660205,-0.5555541827699819,3.678063344781952,-0.543845656639872,0.12489800557379185,0.07257094838502198,-1.7089604782241634,4.888443299490031
Val,Urban,4106,1048576,4,7,agriculture,0.9780302,0,22504,0,0,143,0,390,1025539,0.0,0.02146149,0.0,0.0,0.00013638,0.0,0.00037193,0.9780302,-0.36052172754311546,-1.2773424932344863,-0.8682456356083261,-1.075847886525769,-0.5773194327382303,-0.5377512158392087,-0.898619560071862,2.897567411270424,-1.3403544345863416,2.9326640122255694,4.888336655020821
Train,Rural,781,1048576,3,4,water,0.52230072,0,500836,68,0,547672,0,0,0,0.0,0.47763443,6.485e-05,0.0,0.52230072,0.0,0.0,0.0,-0.3127067098526412,1.0268797921624824,-0.5046315572543129,-0.6354135643191303,4.164263307063523,-0.36245012309216995,-0.7705523924148251,-1.121526003324711,-1.5389548470541,-0.5711580915212793,4.881526926576621
Train,Urban,1730,1048576,7,6,forest,0.54339314,148306,93701,185482,18438,24597,8263,569789,0,0.14143562,0.08936024,0.17688942,0.01758385,0.02345753,0.00788021,0.54339314,0.0,0.7958566586646054,-1.8865947290635436,-0.16701811488755242,-0.870612002221454,-0.10209977428937583,-0.4354095792469257,3.8897553599707355,-0.24806796635371764,1.8534734431248499,0.02681425881097772,4.879171133788024
Train,Rural,232,1048576,8,0,no-data,0.41133785,431319,138037,595,26224,17411,30404,146541,258045,0.41133785,0.13164234,0.00056744,0.02500916,0.01660442,0.02899551,0.13975239,0.24609089,4.155190063880773,-0.5039463144493156,-0.4947595397772109,0.2059334606829584,-0.6354035180152745,-0.03132306384942645,-0.2850997292356215,-0.3189934106999785,1.9823388230897867,-1.1954025107203372,4.87372277998357
Train,Urban,1643,1048576,5,1,background,0.47059059,0,493450,35438,487034,17811,0,14843,0,0.0,0.47059059,0.03379631,0.46447182,0.01698589,0.0,0.01415539,0.0,-0.4111091468493478,0.04782122782180903,-1.1267570630383432,4.629089981269375,-0.1568796746286645,-0.48891156653385515,-0.5086006478078972,-0.24806796635371764,0.2203825130544792,-0.49767730169383423,4.873342012419609
Val,Rural,3452,1048576,3,4,water,0.85160923,0,113023,0,0,892977,0,0,42576,0.0,0.10778713,0.0,0.0,0.85160923,0.0,0.0,0.04060364,-0.23468020445014937,-1.071639736782778,-0.5121089572316653,-0.6438285937166132,4.171662051982517,-0.48206312217725605,-0.543845656639872,-0.8930339385414615,-1.2857381232742622,1.2016710425978727,4.868862292731529
Train,Urban,2163,1048576,5,6,forest,0.44260883,0,180686,0,354017,46002,3762,464109,0,0.0,0.1723156,0.0,0.33761692,0.04387093,0.00358772,0.44260883,0.0,-0.4111091468493478,-1.4656676646439113,-1.3534320930993857,3.0679288134144183,0.07069166923746363,-0.4645530596122042,3.0521634168821627,-0.24806796635371764,0.2203825130544792,-0.6992663527376657,4.867930366113126
Val,Rural,2577,1048576,8,7,agriculture,0.34879589,325357,158355,58248,26169,60487,17651,36570,365739,0.31028461,0.1510191,0.05554962,0.0249567,0.0576849,0.01683331,0.03487587,0.34879589,3.9165812398017668,-0.9238148655482649,0.27408627370144883,-0.016290359629625703,-0.32079418178874003,-0.2552237138341169,-0.16015724518935953,0.1684220322375725,2.1100345558739484,-1.6376014254262283,4.860502011713005
Val,Urban,3518,1048576,6,0,no-data,0.53216839,558019,261806,157124,26012,0,19189,26426,0,0.53216839,0.24967766,0.14984512,0.02480698,0.0,0.01830006,0.0252018,0.0,4.586528372096012,0.0008759994648355159,0.2161745053641804,-0.7180891373810319,-0.5780137732815587,-0.34981945720241076,-0.6843750244634265,-0.9774906211827069,0.125590560914391,0.24591575877046767,4.853370469494713
Train,Rural,196,1048576,2,1,background,0.99270248,0,1040924,0,0,7652,0,0,0,0.0,0.99270248,0.0,0.0,0.00729752,0.0,0.0,0.0,-0.3127067098526412,3.3057747160945037,-0.5059053596248139,-0.6354135643191303,-0.7237372059903018,-0.36245012309216995,-0.7705523924148251,-1.121526003324711,-2.2432135810828773,2.075183639378566,4.850850863377212
