split,domain,sample_id,image_path,mask_path,image_read_ok,mask_read_ok,image_size,mask_size,size_match,mask_present,mask_min,mask_max,unexpected_mask_values,image_md5,average_hash
Train,Urban,1710,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1710.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1710.png,True,True,1024x1024,1024x1024,True,True,1,6,0,d1aa1be5c07ee161bf540931bdc8342f,ffffff6800000000
Train,Urban,1711,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1711.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1711.png,True,True,1024x1024,1024x1024,True,True,1,6,0,327746d3668ad0ac34f0b072b0349467,4f03c3e3e3a020e0
Train,Urban,1712,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1712.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1712.png,True,True,1024x1024,1024x1024,True,True,1,3,0,bc69c645b6b9b4d9148f13db329c9bbd,09272f7f77c79187
Train,Urban,1714,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1714.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1714.png,True,True,1024x1024,1024x1024,True,True,1,6,0,cfcac7006da4769db8befc650dca4143,808088b1f7830381
Train,Urban,1715,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1715.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1715.png,True,True,1024x1024,1024x1024,True,True,1,6,0,9c0fe449d61841cc900e294b52d937d5,ffdcf8e081461c31
Train,Urban,1716,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1716.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1716.png,True,True,1024x1024,1024x1024,True,True,1,3,0,51b9f45eb1c5ebb449c94e1b6d2d1a0b,8380820043e6e7fa
Train,Urban,1717,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1717.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1717.png,True,True,1024x1024,1024x1024,True,True,1,2,0,240ee2cc790fbd4c7be11b60bdf3cc98,feffe3c006000809
Train,Urban,1718,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1718.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1718.png,True,True,1024x1024,1024x1024,True,True,1,6,0,7d5a272b4a645ed610ec2fcaca636c26,bfbfb78080868080
Train,Urban,1719,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1719.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1719.png,True,True,1024x1024,1024x1024,True,True,1,6,0,0d5010bc5df5b350d94ffb894901f675,a8a0b0f0f1f1f100
Train,Urban,1720,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1720.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1720.png,True,True,1024x1024,1024x1024,True,True,1,6,0,d4249b6c6213b4c82db5851e5d18a99b,0707073926878303
Train,Urban,1721,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1721.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1721.png,True,True,1024x1024,1024x1024,True,True,1,6,0,f8890f49ece6ceedb6e1823650da1265,9f030312062f2839
Train,Urban,1722,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1722.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1722.png,True,True,1024x1024,1024x1024,True,True,0,6,0,79ad114c4bd8ab2d1a9a2384ca0de780,7c7cf8fcfc86869e
Train,Urban,1723,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1723.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1723.png,True,True,1024x1024,1024x1024,True,True,1,6,0,717a0b7a0d7ad9316ff205fbc036aaac,1f1f1f737950c182
Train,Urban,1724,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1724.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1724.png,True,True,1024x1024,1024x1024,True,True,0,3,0,085e95a4b1067f1ae069d102b67abec4,e0808402dcfeeeee
Train,Urban,1726,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1726.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1726.png,True,True,1024x1024,1024x1024,True,True,1,2,0,7329a807551f585aa8a68c6c48b7e1e8,131f3ff93e3e1e3c
Train,Urban,1727,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1727.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1727.png,True,True,1024x1024,1024x1024,True,True,1,6,0,a12287346b1a058641239395ac69f49f,0400404020ffffff
Train,Urban,1729,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1729.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1729.png,True,True,1024x1024,1024x1024,True,True,1,7,0,82dae5b021a9504f7b0fc1f5ed3e1df1,7c3d3f8783830202
Train,Urban,1731,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1731.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1731.png,True,True,1024x1024,1024x1024,True,True,1,6,0,d5bed7ce73256e17d6dab6171c504021,f6a349c9c940e0e0
Train,Urban,1732,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1732.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1732.png,True,True,1024x1024,1024x1024,True,True,1,6,0,a34413ccbca71ea83263eb7e13919740,cc9cef8e07020301
Train,Urban,1733,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1733.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1733.png,True,True,1024x1024,1024x1024,True,True,1,4,0,9316d6f7effddebb1aa57f3362cddbf7,8000c0ce0f3ebe9f
Train,Urban,1734,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1734.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1734.png,True,True,1024x1024,1024x1024,True,True,1,6,0,098d0816b902cf7b80f4d9b43a4bc8e2,03001e0f9fc6cf64
Train,Urban,1735,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1735.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1735.png,True,True,1024x1024,1024x1024,True,True,1,5,0,621d7b313cea6d0c7d5db628615b4ae7,988900304ece6fe7
Train,Urban,1736,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1736.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1736.png,True,True,1024x1024,1024x1024,True,True,1,6,0,ee96533aef80d5bbeb18eb093edd7083,4f9e6e8000187fff
Train,Urban,1738,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1738.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1738.png,True,True,1024x1024,1024x1024,True,True,1,6,0,8657343e2931cc5f5f9e2496afb74b34,1c3c7fe180000008
Train,Urban,1739,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1739.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1739.png,True,True,1024x1024,1024x1024,True,True,1,6,0,d562d370136a9e37c1ba58fdb0123a8b,3900f0f890809cfd
Train,Urban,1740,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1740.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1740.png,True,True,1024x1024,1024x1024,True,True,1,6,0,8239b9085f69e19549fb6c7b874f4222,fcf54167fedc60c0
Train,Urban,1741,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1741.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1741.png,True,True,1024x1024,1024x1024,True,True,1,5,0,9b09e473f219b756ea8f2f05f8130286,f703076f30148cce
Train,Urban,1742,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1742.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1742.png,True,True,1024x1024,1024x1024,True,True,1,7,0,8834f16152713d33c159805dbaafc7e1,f8787000070f0f1f
Train,Urban,1743,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1743.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1743.png,True,True,1024x1024,1024x1024,True,True,1,7,0,2482c24937b81240b1f72a4c2880bbf5,c1430707c7c1f1c0
Train,Urban,1744,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1744.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1744.png,True,True,1024x1024,1024x1024,True,True,1,6,0,749a0efd1c21cd98a29873b9fe75093b,860e060e0f0f0f2f
Train,Urban,1745,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1745.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1745.png,True,True,1024x1024,1024x1024,True,True,1,6,0,3cca1ad2473335d1fd786c16f2b70d6c,7f3ff8f8f0800107
Train,Urban,1746,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1746.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1746.png,True,True,1024x1024,1024x1024,True,True,1,7,0,d3014eb21390fea820dd272ead483bd1,c0c0c10339387de7
Train,Urban,1747,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1747.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1747.png,True,True,1024x1024,1024x1024,True,True,1,6,0,65869fca695ec441b19bd62ec693590b,c0d8f070f0f0f0e1
Train,Urban,1748,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1748.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1748.png,True,True,1024x1024,1024x1024,True,True,0,6,0,e9a79231e9b5311e1627cb0dcb4a0dab,f2f8f4f6fcf8f810
Train,Urban,1749,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1749.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1749.png,True,True,1024x1024,1024x1024,True,True,1,6,0,60ac455cdc59b7fbef6ebd58ccfcfcf5,41b7ed9e8fa7cd8d
Train,Urban,1751,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1751.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1751.png,True,True,1024x1024,1024x1024,True,True,1,6,0,d4a573eade9fb7f197d564b7021c608a,3f9f98808000003c
Train,Urban,1752,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1752.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1752.png,True,True,1024x1024,1024x1024,True,True,1,7,0,fc8315d21443fdc80683eebb14d1cffe,e1e1e0e0d0040787
Train,Urban,1753,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1753.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1753.png,True,True,1024x1024,1024x1024,True,True,1,4,0,86d215d4fc984c23814080b0260a6031,00000001133fffff
Train,Urban,1754,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1754.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1754.png,True,True,1024x1024,1024x1024,True,True,1,6,0,b077e0d3a80c4241a0a8b66bfdd605cd,e8e8ab27efe121e3
Train,Urban,1755,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1755.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1755.png,True,True,1024x1024,1024x1024,True,True,1,6,0,3c7cf780755576880d301fb8359f9f55,0c8f07c06e011cff
Train,Urban,1756,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1756.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1756.png,True,True,1024x1024,1024x1024,True,True,1,6,0,d0f3ca70ad2c0c39e16839c352d2f707,c02fcbe0fceb0307
Train,Urban,1757,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1757.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1757.png,True,True,1024x1024,1024x1024,True,True,1,6,0,b49e27bb5ba7130ed405cd51fdfb021e,0b23818166f0f8f0
Train,Urban,1758,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1758.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1758.png,True,True,1024x1024,1024x1024,True,True,1,2,0,ce9cd7883d96e3cd8c0132340b1962ab,1b0f1f9bc020301c
Train,Urban,1759,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1759.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1759.png,True,True,1024x1024,1024x1024,True,True,1,7,0,ccf03f54e20496f1b2f4eb1dda38342f,0900e0f0f7f773ff
Train,Urban,1761,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1761.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1761.png,True,True,1024x1024,1024x1024,True,True,1,6,0,ef6d197563fcdbe2a59dfa359cb284ee,f0910013ff0b363e
Train,Urban,1763,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1763.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1763.png,True,True,1024x1024,1024x1024,True,True,1,3,0,214399722f6d5f61f3b253ae1032f511,f1f4fde1e0e0c0c0
Train,Urban,1766,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1766.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1766.png,True,True,1024x1024,1024x1024,True,True,1,6,0,77ef1023d09c201fa714cc81f59d8b1c,030303037ffdf5c1
Train,Urban,1767,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1767.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1767.png,True,True,1024x1024,1024x1024,True,True,1,3,0,398de990261a7374bace5d5471b4abf6,070f0ffefbf67830
Train,Urban,1768,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1768.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1768.png,True,True,1024x1024,1024x1024,True,True,1,6,0,a5120821baed16dc7cc731227aa28735,ede8c0f0b0c00078
Train,Urban,1769,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1769.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1769.png,True,True,1024x1024,1024x1024,True,True,1,7,0,c388a0eb41ca9ede7fd1b7babaaf354f,493f3f3d38012173
Train,Urban,1770,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1770.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1770.png,True,True,1024x1024,1024x1024,True,True,1,6,0,7df206e5cdd1f55b056c5cb19e23bbb6,ff0000e7e3c70000
Train,Urban,1772,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1772.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1772.png,True,True,1024x1024,1024x1024,True,True,1,6,0,8f9fbb2e6b770cdb40bdbe5807ad5596,c4070307fed8c1f7
Train,Urban,1773,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1773.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1773.png,True,True,1024x1024,1024x1024,True,True,1,5,0,f8bf1599020b939ab2f4be5393151411,317fffff02060404
Train,Urban,1774,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1774.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1774.png,True,True,1024x1024,1024x1024,True,True,1,6,0,4b371c5a8e2fabee001500c62977afaf,3c3f1f3e7c709000
Train,Urban,1777,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1777.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1777.png,True,True,1024x1024,1024x1024,True,True,0,6,0,34342687a02eaf6cf88c97951a0babc2,fe7ef662f3f8c100
Train,Urban,1778,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1778.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1778.png,True,True,1024x1024,1024x1024,True,True,1,6,0,bc54b2900e48ec29d0fbf3c2a8ee6ae7,1ffbff0d0d050c07
Train,Urban,1779,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1779.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1779.png,True,True,1024x1024,1024x1024,True,True,1,6,0,0bd00097b7214b6c0bb7c09820df5405,000c0f006377e3f1
Train,Urban,1780,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1780.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1780.png,True,True,1024x1024,1024x1024,True,True,1,6,0,a1d711b90821894815a74e5c2cd4e9bb,000f0f03d37f9f30
Train,Urban,1781,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1781.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1781.png,True,True,1024x1024,1024x1024,True,True,1,7,0,98703ac0e1012ed8a2660c17202513fc,03039f9f7f1f1b38
Train,Urban,1784,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1784.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1784.png,True,True,1024x1024,1024x1024,True,True,1,4,0,3d908c817cc4ffd2e3760fa9a981fddf,fecb074501105858
Train,Urban,1786,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1786.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1786.png,True,True,1024x1024,1024x1024,True,True,1,6,0,ef76d5e4503014226e4b372ea5bce6f5,f77f0e0fcf89e9e6
Train,Urban,1787,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1787.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1787.png,True,True,1024x1024,1024x1024,True,True,1,7,0,c54a1873bf2cb994858df64bce53fcaa,07078fae171f3030
Train,Urban,1788,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1788.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1788.png,True,True,1024x1024,1024x1024,True,True,1,7,0,5e975da3f950c846458404f2a335c665,0f1f3f3f7fd80101
Train,Urban,1789,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1789.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1789.png,True,True,1024x1024,1024x1024,True,True,1,6,0,7eb67980652cfc3d18661d8b9343d8fa,c098993fbf5e3060
Train,Urban,1790,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1790.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1790.png,True,True,1024x1024,1024x1024,True,True,1,7,0,4642505d792f6b8f315d1626244b9410,0d1d1d1c1c3ebfbf
Train,Urban,1791,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1791.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1791.png,True,True,1024x1024,1024x1024,True,True,1,7,0,5d7c98362de58b575579446b46df7747,000001e1e0e3e3f3
Train,Urban,1792,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1792.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1792.png,True,True,1024x1024,1024x1024,True,True,1,4,0,be48dfe0382cbcc69405384b35250fe9,30313226001878f8
Train,Urban,1794,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1794.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1794.png,True,True,1024x1024,1024x1024,True,True,1,6,0,6c1fc54b808cc5d8d6d9b8c01f8b58b0,0100e1ff3300e0fe
Train,Urban,1795,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1795.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1795.png,True,True,1024x1024,1024x1024,True,True,1,6,0,6395fa917ba5a17a618284c5d0d171ad,e7e3fbf307030000
Train,Urban,1796,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1796.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1796.png,True,True,1024x1024,1024x1024,True,True,1,6,0,4d556afd7ad83dd2f2bf15a102586727,1f7ffc980b0c0e0b
Train,Urban,1797,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1797.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1797.png,True,True,1024x1024,1024x1024,True,True,1,6,0,90ab9fdc93aeebfafa668642bbc77b5e,9f00169697979694
Train,Urban,1798,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1798.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1798.png,True,True,1024x1024,1024x1024,True,True,1,6,0,ce39879d5f46d570e5066ca2f73bb92e,c0c3c0c08080f1ff
Train,Urban,1799,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1799.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1799.png,True,True,1024x1024,1024x1024,True,True,1,6,0,b85b5a8a14499ca7e9b24682cea8733d,efdf1ebb1fc0c060
Train,Urban,1803,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1803.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1803.png,True,True,1024x1024,1024x1024,True,True,1,3,0,d65de8947851d2d95f3c2fcbd197102a,18008180065c7f7f
Train,Urban,1804,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1804.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1804.png,True,True,1024x1024,1024x1024,True,True,1,6,0,5a9fd7fc4f740fe3d6abeae3f03694f5,00003effff3f0100
Train,Urban,1806,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1806.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1806.png,True,True,1024x1024,1024x1024,True,True,1,6,0,8c0dbf850ee8da2d0dbdd5c1c07f47a3,0307071b39f0e0e0
Train,Urban,1807,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1807.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1807.png,True,True,1024x1024,1024x1024,True,True,1,6,0,1526d0f9b2f100b8e8461464a42bb77c,1f1f0f8f8f9f9e86
Train,Urban,1808,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1808.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1808.png,True,True,1024x1024,1024x1024,True,True,1,6,0,9512a65bde21180b0529dfe78dddbb64,0c1c0c0cfcfcecee
Train,Urban,1809,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1809.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1809.png,True,True,1024x1024,1024x1024,True,True,1,6,0,2283950205fb0e1ad497591bd4be4c56,38383838687878fe
Train,Urban,1810,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1810.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1810.png,True,True,1024x1024,1024x1024,True,True,1,5,0,292b1ea49daa995dd355ee5221fca6a5,ff5f06e703030101
Train,Urban,1811,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1811.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1811.png,True,True,1024x1024,1024x1024,True,True,1,6,0,a19aa4d4ed712c92740a011386059a05,7f08c000787a7f73
Train,Urban,1813,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1813.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1813.png,True,True,1024x1024,1024x1024,True,True,1,6,0,60b53849aa66418c5cc36ad0ef942f6c,b0a170f473317330
Train,Urban,1814,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1814.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1814.png,True,True,1024x1024,1024x1024,True,True,1,6,0,75b74227780689d1a0c000f0da3817d5,099ffc0003873e1e
Train,Urban,1815,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1815.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1815.png,True,True,1024x1024,1024x1024,True,True,0,6,0,17d34606f84a52a366fe6aab74deeb9b,7cfcfcfcfc8e869e
Train,Urban,1816,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1816.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1816.png,True,True,1024x1024,1024x1024,True,True,1,3,0,9bd4a310b5264ee9ae3986aef639d5d4,c0c9b333060c9c98
Train,Urban,1817,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1817.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1817.png,True,True,1024x1024,1024x1024,True,True,1,6,0,4679bd9f5d1aedbb50e850a19babd9be,f8e1c30461c638e0
Train,Urban,1818,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1818.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1818.png,True,True,1024x1024,1024x1024,True,True,1,6,0,8c119cee1fb371a8afb42ef33f6f19a9,03080800e011ff3f
Train,Urban,1819,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1819.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1819.png,True,True,1024x1024,1024x1024,True,True,1,7,0,0b37ce690ab174f71f02f85a934bf8e0,00006ce627fcf8ce
Train,Urban,1821,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1821.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1821.png,True,True,1024x1024,1024x1024,True,True,1,6,0,23d6e4efd79727e68967756565be5cfd,c0c0c080c182c5cb
Train,Urban,1822,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1822.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1822.png,True,True,1024x1024,1024x1024,True,True,1,5,0,3c38700e33f4d13ece973c02f56cc165,0000c1e1fffeb8d0
Train,Urban,1823,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1823.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1823.png,True,True,1024x1024,1024x1024,True,True,1,6,0,43016c782870cb1306571d1ba1dce47e,0307e3c3c1e0ce86
Train,Urban,1824,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1824.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1824.png,True,True,1024x1024,1024x1024,True,True,1,6,0,570cae8ef6c547d9999e1b07af584dc8,f7670700f09807ff
Train,Urban,1825,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1825.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1825.png,True,True,1024x1024,1024x1024,True,True,1,6,0,1b975cc60fe548b5ae4d394f53cfb837,9e1c00003eff3f02
Train,Urban,1826,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1826.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1826.png,True,True,1024x1024,1024x1024,True,True,0,7,0,9fbeed175de819ee40db8f40783f6bc3,0f1f1f8f0b1f1f19
